Experiment,Condition,Count,TotalArea,AverageSize,AreaPercentage,Mean,IntDen
4,C_10uM,3,7,2.333,0.293,35.733,146.667
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.127,12,12
4,C_10uM,1,2,2,0.261,13,26
4,C_10uM,4,18,4.5,0.885,12.719,58.25
4,C_10uM,2,4,2,0.15,12.5,25.5
4,C_10uM,5,10,2,0.517,12.1,24.4
4,C_10uM,1,1,1,0.075,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,4,2,0.183,12,24
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,11,11,1.53,12.727,140
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.104,12,12
4,C_10uM,1,1,1,0.07,12,12
4,C_10uM,1,3,3,0.144,12,36
4,C_10uM,5,10,2,0.598,12.633,25.8
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,7,2.333,0.428,12.667,30
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,3,3,0.1,13.667,41
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,4,4,0.159,14,56
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,9,28,3.111,1.9,12.503,39.778
4,C_10uM,2,19,9.5,2.015,13.943,129.5
4,C_10uM,4,9,2.25,0.725,12.55,28.75
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,3,3,0.28,13.333,40
4,C_10uM,1,13,13,0.935,12.923,168
4,C_10uM,3,3,1,0.417,12.333,12.333
4,C_10uM,4,6,1.5,1.089,12,18
4,C_10uM,2,36,18,2.171,15.4,335
4,C_10uM,2,2,1,0.245,13.5,13.5
4,C_10uM,1,1,1,0.099,13,13
4,C_10uM,2,3,1.5,0.35,12.75,19
4,C_10uM,1,1,1,0.114,12,12
4,C_10uM,1,1,1,0.074,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,3,1,0.245,12,12
4,C_10uM,3,23,7.667,1.906,13.022,102.667
4,C_10uM,2,9,4.5,0.765,12.75,56.5
4,C_10uM,7,201,28.714,21.59,12.955,416.857
4,C_10uM,1,365,365,29.772,16.644,6075
4,C_10uM,2,12,6,1.417,13.45,84.5
4,C_10uM,4,17,4.25,0.978,12.875,56.75
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,6,137,22.833,14.226,13.287,392.5
4,C_10uM,2,32,16,2.327,14.258,262
4,C_10uM,4,260,65,21.329,18.223,1841.75
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,5,2.5,0.675,12,30
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,44,11,3.968,12.635,151.75
4,C_10uM,2,2,1,0.307,14,14
4,C_10uM,2,3,1.5,0.35,12,18
4,C_10uM,1,1,1,0.106,12,12
4,C_10uM,1,1,1,0.068,12,12
4,C_10uM,2,15,7.5,1.337,14.527,109
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,95,47.5,9.369,13.495,664
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,3,1.5,0.419,12.25,18.5
4,C_10uM,1,1,1,0.153,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.128,12,24
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.105,12,12
4,C_10uM,5,98,19.6,15.077,13.546,301.2
4,C_10uM,3,37,12.333,3.919,14.208,194.667
4,C_10uM,3,19,6.333,1.438,12.235,80
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,5,13,2.6,1.677,12.2,32
4,C_10uM,13,33,2.538,5.357,12.433,32.154
4,C_10uM,3,3,1,0.354,12.333,12.333
4,C_10uM,3,4,1.333,0.411,12.333,16.333
4,C_10uM,5,29,5.8,2.802,12.458,76
4,C_10uM,8,19,2.375,2.866,12.414,29.125
4,C_10uM,3,11,3.667,1.162,12.625,48
4,C_10uM,1,1,1,0.087,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,4,1.333,0.246,13.167,18
4,C_10uM,1,47,47,4.743,14.021,659
4,C_10uM,2,3,1.5,0.072,12.75,19
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,15,7.5,0.952,16.607,128.5
4,C_10uM,2,11,5.5,0.665,15.15,97.5
4,C_10uM,2,10,5,0.279,14.389,73.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,8,62,7.75,3.808,12.638,108.375
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,3,1.5,0.208,12,18
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,6,10,1.667,0.675,12.75,21.333
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,4,4,0.348,12.25,49
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,4,4,0.219,12.5,50
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,19,4.75,0.922,13.936,72
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,5,6,1.2,0.453,12.8,15.4
4,C_10uM,1,4,4,0.296,12,48
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.068,13,13
4,C_10uM,2,3,1.5,0.225,12,18
4,C_10uM,4,5,1.25,0.378,12.375,15.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,17,41,2.412,1.809,12.765,31.824
4,C_10uM,2,5,2.5,0.456,12.375,31.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,7,7,1.053,23.714,166
4,C_10uM,2,3,1.5,0.535,13,19.5
4,C_10uM,1,9,9,0.437,16.222,146
4,C_10uM,3,19,6.333,1.473,12.604,80.667
4,C_10uM,2,6,3,0.429,13,39
4,C_10uM,6,20,3.333,1.486,12.439,41.833
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,3,3,0.179,12.333,37
4,C_10uM,2,7,3.5,0.627,12.7,45.5
4,C_10uM,2,5,2.5,0.444,12.625,32.5
4,C_10uM,2,2,1,0.309,12,12
4,C_10uM,3,44,14.667,2.945,14.106,230
4,C_10uM,1,1,1,0.129,12,12
4,C_10uM,2,26,13,2.886,13.072,174
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,8,4,0.614,13.143,56
4,C_10uM,1,1,1,0.075,13,13
4,C_10uM,2,4,2,0.492,12.5,25.5
4,C_10uM,2,8,4,0.806,13.143,56
4,C_10uM,3,3,1,0.294,12.667,12.667
4,C_10uM,5,35,7,1.343,12.757,93.2
4,C_10uM,1,1,1,0.107,13,13
4,C_10uM,3,3,1,0.16,12,12
4,C_10uM,6,37,6.167,2.951,12.798,81.167
4,C_10uM,4,18,4.5,1.594,13.033,62.5
4,C_10uM,1,1,1,0.168,13,13
4,C_10uM,1,2,2,0.326,12,24
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.057,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.104,12,12
4,C_10uM,1,1,1,0.101,12,12
4,C_10uM,17,48,2.824,1.769,12.712,38.235
4,C_10uM,4,11,2.75,0.734,12.5,37
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,13,4.333,1.037,13.03,63.333
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,22,5.5,2.444,12.697,74.75
4,C_10uM,4,4,1,0.22,12.25,12.25
4,C_10uM,2,3,1.5,0.219,12,18
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,9,9,1.461,13.333,120
4,C_10uM,4,8,2,0.717,12.25,24.5
4,C_10uM,7,27,3.857,1.667,12.345,48.714
4,C_10uM,2,2,1,0.122,12,12
4,C_10uM,1,1,1,0.058,12,12
4,C_10uM,1,1,1,0.048,12,12
4,C_10uM,3,6,2,0.485,12.833,26.333
4,C_10uM,2,2,1,0.182,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.209,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.147,12,12
4,C_10uM,1,1,1,0.093,14,14
4,C_10uM,2,2,1,0.151,13,13
4,C_10uM,4,10,2.5,0.835,13.393,38.25
4,C_10uM,3,4,1.333,0.102,12.333,16.667
4,C_10uM,2,16,8,1.686,13.933,125
4,C_10uM,2,2,1,0.162,13.5,13.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,11,5.5,1.111,14.071,77.5
4,C_10uM,5,139,27.8,17.397,13.506,502.2
4,C_10uM,5,24,4.8,1.103,12.7,61
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,7,7,0.536,17.429,122
4,C_10uM,2,4,2,0.218,13.167,26.5
4,C_10uM,1,1,1,0.073,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,4,2,0.263,12.167,24.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.1,12,12
4,C_10uM,1,49,49,3.679,17.551,860
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.086,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,11,5.5,0.924,12.55,71.5
4,C_10uM,1,22,22,0.826,15.5,341
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,5,1.25,0.405,12.5,15.5
4,C_10uM,1,1,1,0.043,13,13
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.11,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,14,7,1.077,15.667,119
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,10,10,0.886,15.5,155
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,4,1,0.307,12.25,12.25
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,3,3,0.146,13.333,40
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.105,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.047,13,13
4,C_10uM,2,2,1,0.134,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.096,13,13
4,C_10uM,1,1,1,0.109,13,13
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,5,2.5,0.455,12.667,32
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,9,4.5,0.593,12.812,60.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.271,15,30
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,3,3,0.237,13.333,40
4,C_10uM,1,4,4,0.449,13.5,54
4,C_10uM,2,14,7,1.315,13.192,87.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,10,3.333,1.021,13.333,50.667
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.136,12,24
4,C_10uM,7,28,4,2.518,13.105,52.143
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,3,1.5,0.135,12.5,19
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.098,13,13
4,C_10uM,2,2,1,0.169,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.123,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.175,13,26
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.108,12.5,12.5
4,C_10uM,7,64,9.143,1.426,12.347,116.429
4,C_10uM,2,11,5.5,0.157,12.625,70
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.083,13,13
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,7,8,1.143,0.275,12.643,14.429
4,C_10uM,2,2,1,0.135,13.5,13.5
4,C_10uM,4,13,3.25,0.623,12.625,42.75
4,C_10uM,5,5,1,0.39,12,12
4,C_10uM,4,18,4.5,1.384,12.479,58.75
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,6,3,0.426,12.7,39.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,3,3,1,0.186,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.152,12,24
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.099,13,13
4,C_10uM,2,35,17.5,3.059,16.015,346.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,7,10,1.429,0.775,11.381,16.286
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,7,15,2.143,1.007,11.548,24.857
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,8,33,4.125,2.005,11.317,48.25
4,C_10uM,2,4,2,0.427,11.333,23
4,C_10uM,1,1,1,0.103,11,11
4,C_10uM,1,1,1,0.059,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,10,20,2,1.59,11.275,22.9
4,C_10uM,2,28,14,3.689,14.327,222.5
4,C_10uM,2,2,1,0.17,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,147,147,9.435,21.252,3124
4,C_10uM,2,45,22.5,2.142,12.017,281
4,C_10uM,1,10,10,0.74,13.1,131
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,74,37,12.252,18.104,918.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,3,1.5,0.33,11,16.5
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,7,228,32.571,20.975,11.509,423.571
4,C_10uM,5,136,27.2,12.1,11.373,342.6
4,C_10uM,1,1,1,0.087,11,11
4,C_10uM,1,1,1,0.052,11,11
4,C_10uM,8,12,1.5,0.755,11.646,17.5
4,C_10uM,2,109,54.5,9.503,13.102,826.5
4,C_10uM,3,9,3,0.756,12.083,36.333
4,C_10uM,3,10,3.333,0.504,11.917,40
4,C_10uM,5,26,5.2,0.727,11.58,63.4
4,C_10uM,3,3,1,0.179,11.333,11.333
4,C_10uM,1,80,80,4.627,13.688,1095
4,C_10uM,1,1,1,0.079,11,11
4,C_10uM,3,39,13,2.387,12.315,167.333
4,C_10uM,2,119,59.5,6.6,12.924,823
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,99,99,5.996,12.96,1283
4,C_10uM,2,56,28,3.164,11.918,358.5
4,C_10uM,1,2,2,0.144,11.5,23
4,C_10uM,3,38,12.667,3.525,12.057,154
4,C_10uM,6,16,2.667,1.261,11.1,30.333
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,4,119,29.75,6.273,12.434,476.75
4,C_10uM,6,158,26.333,10.882,12.048,400.5
4,C_10uM,4,28,7,2.017,11.27,83.75
4,C_10uM,5,12,2.4,1.307,11.43,27.6
4,C_10uM,9,39,4.333,1.49,11.515,53
4,C_10uM,3,5,1.667,0.265,11.667,19
4,C_10uM,5,31,6.2,2.35,11.516,74.2
4,C_10uM,4,11,2.75,0.669,12.156,34.25
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,2,2,0.201,11,22
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,4,2,0.142,11.667,23
4,C_10uM,3,4,1.333,0.17,11,14.667
4,C_10uM,6,15,2.5,1.245,11.156,28.167
4,C_10uM,3,5,1.667,0.308,11.444,19
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.084,11,11
4,C_10uM,2,3,1.5,0.319,11,16.5
4,C_10uM,1,1,1,0.141,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,9,11,1.222,0.532,11.407,14
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,14,14,1.4,12.071,169
4,C_10uM,1,1,1,0.073,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.088,11,11
4,C_10uM,1,1,1,0.139,11,11
4,C_10uM,1,13,13,0.791,13.231,172
4,C_10uM,1,1,1,0.084,11,11
4,C_10uM,1,1,1,0.077,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.066,11,11
4,C_10uM,1,1,1,0.139,12,12
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,5,10,2,0.899,11.067,22.2
4,C_10uM,1,1,1,0.124,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,1,1,1,0.063,11,11
4,C_10uM,5,13,2.6,0.927,11.286,29.4
4,C_10uM,1,1,1,0.065,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.108,11.5,11.5
4,C_10uM,1,1,1,0.049,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,2,2,1,0.161,11,11
4,C_10uM,0,0,NaN,0,NaN,NaN
4,C_10uM,0,0,NaN,0,NaN,NaN
