Experiment,Condition,Count,TotalArea,AverageSize,AreaPercentage,Mean,IntDen
1,C_10uM,2,8,4,0.171,61.571,248
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,22,11,0.373,62.991,687.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,2,2,0.063,64,128
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,4,2,0.132,61.667,124
1,C_10uM,2,54,27,2.077,62.37,1704
1,C_10uM,1,63,63,2.495,67.159,4231
1,C_10uM,2,85,42.5,1.621,68.435,3134
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.072,62,62
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,5,1.25,0.29,61,76.25
1,C_10uM,6,10,1.667,0.347,61.833,103.5
1,C_10uM,3,6,2,0.27,61.167,122.667
1,C_10uM,4,18,4.5,0.678,61.879,279
1,C_10uM,16,58,3.625,3.756,61.529,223.875
1,C_10uM,9,16,1.778,1.57,61.528,109.444
1,C_10uM,4,6,1.5,0.357,61.25,92.25
1,C_10uM,2,2,1,0.174,61.5,61.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,11,20,1.818,1.046,61.629,112.182
1,C_10uM,6,26,4.333,1.121,61.693,268.833
1,C_10uM,34,112,3.294,6.813,61.506,203.324
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,3,3,0.201,61.333,184
1,C_10uM,1,115,115,4.946,63.626,7317
1,C_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,14,2.333,0.415,62.306,145
1,IP_10uM,1,2,2,0.044,63,126
1,IP_10uM,11,90,8.182,1.761,61.841,531.909
1,IP_10uM,8,33,4.125,1.425,61.833,257.125
1,IP_10uM,1,2,2,0.076,63.5,127
1,IP_10uM,3,191,63.667,3.916,66.158,4791
1,IP_10uM,7,541,77.286,17.525,63.539,5638.286
1,IP_10uM,7,282,40.286,4.695,65.535,3127.143
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,19,616,32.421,15.244,62.067,2144.684
1,IP_10uM,2,33,16.5,0.619,68.72,1182.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,20,3.333,0.406,62.271,209.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,9,628,69.778,13.241,63.885,4761.333
1,IP_10uM,3,35,11.667,1.235,64.042,751.333
1,IP_10uM,1,4,4,0.296,61.5,246
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,131,32.75,5.565,62.275,2099.75
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,80,20,2.513,62.703,1300.75
1,IP_10uM,2,2,1,0.056,61.5,61.5
1,IP_10uM,11,1657,150.636,43.824,62.948,11129.545
1,IP_10uM,5,110,22,3.8,62.033,1395.6
1,IP_10uM,3,50,16.667,1.654,62.965,1060
1,IP_10uM,3,73,24.333,2.105,64.016,1584
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,49,24.5,3.213,66.642,1614.5
1,IP_10uM,10,59,5.9,0.823,62.635,377
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,19,3.8,1.123,61.68,236.4
1,IP_10uM,7,15,2.143,0.599,61.429,132.429
1,IP_10uM,6,19,3.167,1.088,61.633,196
1,IP_10uM,12,1190,99.167,46.521,61.99,6709.917
1,IP_10uM,17,1522,89.529,43.685,62.447,6120.471
1,IP_10uM,10,92,9.2,3.609,61.729,590.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,15,965,64.333,42.25,62.125,4588.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,7,121,17.286,5.67,62.374,1114.714
1,IP_10uM,12,97,8.083,3.734,62.276,512.917
1,IP_10uM,12,274,22.833,14.505,62.655,1528.083
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,77,12.833,2.753,62.903,831.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,16,635,39.688,20.07,62.694,2737.562
1,IP_10uM,3,75,25,3.539,62.898,1626.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,27,5.4,0.909,61.718,333.6
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,14,7,0.33,61.875,437.5
1,IP_10uM,1,1,1,0.07,61,61
1,IP_10uM,2,2,1,0.051,61,61
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,31,846,27.29,22.73,61.997,1855.516
1,IP_10uM,4,18,4.5,1.076,61.661,280.75
1,IP_10uM,9,271,30.111,20.943,62.352,2098.111
1,IP_10uM,2,917,458.5,82.613,66.93,32937.5
1,IP_10uM,2,5,2.5,0.209,61.875,156
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,4,4,0.127,61.25,245
1,IP_10uM,3,39,13,2.077,62.971,851.333
1,IP_10uM,7,48,6.857,1.424,61.995,438.857
1,IP_10uM,3,3,1,0.114,63,63
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,23,23,1.094,63.13,1452
1,IP_10uM,2,12,6,0.409,64.909,399
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,16,8,0.319,62.917,503
1,IP_10uM,2,3,1.5,0.088,61.5,92.5
1,IP_10uM,2,5,2.5,0.069,62.5,156.5
1,IP_10uM,8,52,6.5,1.55,62.856,447.25
1,IP_10uM,10,29,2.9,1.028,61.593,179.5
1,IP_10uM,2,20,10,0.735,65.028,678.5
1,IP_10uM,2,281,140.5,10.58,69.989,11087.5
1,IP_10uM,1,12,12,0.375,64.667,776
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,4,4,0.086,61.25,245
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,18,6,0.332,62.071,377.667
1,IP_10uM,1,7,7,0.327,62.571,438
1,IP_10uM,3,3,1,0.12,62.333,62.333
1,IP_10uM,3,52,17.333,1.253,62.221,1109.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,3,3,0.111,63.333,190
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,4,1.333,0.105,62.167,83
1,IP_10uM,4,15,3.75,0.336,61.356,231
1,IP_10uM,3,3,1,0.103,61,61
1,IP_10uM,13,958,73.692,30.923,63.936,5404.923
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,7,16,2.286,0.42,62.02,142.143
1,IP_10uM,15,792,52.8,29.497,61.925,3693
1,IP_10uM,1,4,4,0.07,64.75,259
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.054,61,61
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,15,7.5,0.906,62.216,466.5
1,IP_10uM,4,222,55.5,7.845,64.512,3764.75
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,6,6,0.321,66.333,398
1,IP_10uM,4,58,14.5,1.928,62.793,929.25
1,IP_10uM,8,130,16.25,3.225,63.291,1053.125
1,IP_10uM,8,75,9.375,1.95,62.352,595.875
1,IP_10uM,5,60,12,2.151,62.565,763.4
1,IP_10uM,9,141,15.667,5.868,62.762,1041.111
1,IP_10uM,20,1035,51.75,37.829,61.775,3427
1,IP_10uM,9,70,7.778,2.499,61.945,485.778
1,IP_10uM,16,2154,134.625,60.745,62.16,9578.312
1,IP_10uM,2,183,91.5,6.193,65.467,6304
1,IP_10uM,1,4,4,0.118,61.25,245
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,3,3,0.136,63.333,190
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,422,140.667,14.286,69.974,12210
1,IP_10uM,3,23,7.667,0.725,64.444,508
1,IP_10uM,2,45,22.5,1.289,64.784,1539
1,IP_10uM,1,34,34,0.667,68.853,2341
1,IP_10uM,1,5,5,0.177,64.2,321
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.051,61,61
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,2,1,0.079,61.5,61.5
1,IP_10uM,17,147,8.647,3.69,61.78,546.059
1,IP_10uM,3,11,3.667,0.265,62.476,228
1,IP_10uM,1,3,3,0.08,61.333,184
1,IP_10uM,2,15,7.5,0.605,62.333,469
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,55,9.167,1.204,64.933,619.167
1,IP_10uM,1,1,1,0.023,61,61
1,IP_10uM,6,12,2,0.635,61.733,123.333
1,IP_10uM,12,492,41,17.459,62.521,2869.25
1,IP_10uM,5,873,174.6,34.33,64.896,12633.6
1,IP_10uM,11,366,33.273,6.659,64.265,2304.091
1,IP_10uM,2,76,38,2.692,62.923,2411.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,10,77,7.7,2.734,61.967,490.3
1,IP_10uM,2,2,1,0.084,61.5,61.5
1,IP_10uM,10,657,65.7,25.938,61.856,4368.3
1,IP_10uM,5,139,27.8,5.628,64.199,1993.6
1,IP_10uM,5,28,5.6,0.587,67.037,389
1,IP_10uM,4,359,89.75,10.559,68.872,6643.25
1,IP_10uM,3,15,5,0.446,66.825,336.333
1,IP_10uM,8,198,24.75,14.245,65.665,1675.375
1,IP_10uM,16,36,2.25,1.722,64.273,144.938
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,18,4.5,1.758,64.683,292.25
1,IP_10uM,1,1,1,0.073,64,64
1,IP_10uM,2,3,1.5,0.119,65,98
1,IP_10uM,1,18,18,1.002,66.5,1197
1,IP_10uM,2,2,1,0.073,64,64
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,44,11,1.163,65.961,742.75
1,IP_10uM,5,51,10.2,1.946,65.378,677.8
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,3,3,0.07,68,204
1,IP_10uM,23,947,41.174,31.789,65.353,2794.696
1,IP_10uM,11,640,58.182,24.549,65.434,4174.818
1,IP_10uM,25,271,10.84,18.754,65.117,718.12
1,IP_10uM,3,183,61,12.008,66.939,4403.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,427,213.5,27.094,76.385,18515
1,IP_10uM,3,17,5.667,1.602,65.667,371.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,137,45.667,7.143,68.316,3479
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,31,10.333,0.505,68.778,725.667
1,IP_10uM,1,1,1,0.04,66,66
1,IP_10uM,1,1,1,0.028,65,65
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.046,64,64
1,IP_10uM,1,2,2,0.046,67,134
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.024,64,64
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,19,3.167,0.921,65.046,208.333
1,IP_10uM,3,8,2.667,0.324,67.833,180.333
1,IP_10uM,5,5,1,0.158,64.2,64.2
1,IP_10uM,1,5,5,0.093,66.4,332
1,IP_10uM,1,16,16,0.18,76.688,1227
1,IP_10uM,8,100,12.5,1.753,66.131,861.375
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,5,5,0.146,65.6,328
1,IP_10uM,6,20,3.333,0.369,65.626,219
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,20,10,0.648,65.974,677.5
1,IP_10uM,11,299,27.182,6.76,64.925,1830.727
1,IP_10uM,4,120,30,6.211,65.624,2000.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,139,27.8,5.569,65.111,1837.2
1,IP_10uM,4,252,63,8.42,68.663,4491
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,5,5,0.219,81.4,407
1,IP_10uM,1,50,50,1.041,80.54,4027
1,IP_10uM,2,37,18.5,1.517,67.319,1303.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,16,4,0.568,65.365,270.75
1,IP_10uM,28,111,3.964,2.473,65.507,263.107
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,3,1.5,0.044,58,87
1,IP_10uM,3,54,18,0.794,61.219,1111
1,IP_10uM,1,4,4,0.106,59.25,237
1,IP_10uM,10,614,61.4,32.079,60.306,4674.6
1,IP_10uM,1,8,8,0.511,59.625,477
1,IP_10uM,7,26,3.714,0.545,59.994,225.286
1,IP_10uM,4,8,2,0.466,58.85,118.25
1,IP_10uM,8,39,4.875,1.195,59.952,307.625
1,IP_10uM,3,11,3.667,0.33,59.083,218.667
1,IP_10uM,6,49,8.167,1.041,59.183,493.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,32,8,0.9,59.303,493.75
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,2,2,0.039,60.5,121
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,7,2.333,0.21,60.222,138.667
1,IP_10uM,1,1,1,0.035,58,58
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,2,1,0.049,58,58
1,IP_10uM,3,18,6,0.373,59.922,357.333
1,IP_10uM,5,6,1.2,0.268,58.4,70.2
1,IP_10uM,8,11,1.375,0.437,58.188,80
1,IP_10uM,1,6,6,0.135,60.667,364
1,IP_10uM,3,30,10,0.803,62.889,674
1,IP_10uM,1,1,1,0.038,59,59
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,41,8.2,1.704,59.339,487.4
1,IP_10uM,4,122,30.5,5.334,59.864,1905
1,IP_10uM,6,36,6,1.922,59.518,364.833
1,IP_10uM,2,6,3,0.22,58.6,177
1,IP_10uM,2,23,11.5,0.58,61,722.5
1,IP_10uM,6,20,3.333,0.44,59.005,199.5
1,IP_10uM,1,1,1,0.027,58,58
1,IP_10uM,1,1,1,0.023,58,58
1,IP_10uM,3,98,32.667,1.702,61.993,2056.333
1,IP_10uM,3,14,4.667,0.257,58.4,274.667
1,IP_10uM,2,3,1.5,0.088,58.5,88
1,IP_10uM,1,2,2,0.039,59,118
1,IP_10uM,1,19,19,0.674,68.053,1293
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,2,1,0.046,58.5,58.5
1,IP_10uM,3,7,2.333,0.322,59.6,139.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,5,5,0.098,61.4,307
1,IP_10uM,10,163,16.3,6.139,59.637,1135.9
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,2,1,0.107,59.5,59.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,9,9,0.365,62.222,560
1,IP_10uM,1,16,16,0.549,61.5,984
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,11,11,0.31,59.182,651
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,31,5.167,0.774,59.181,310.333
1,IP_10uM,1,1,1,0.039,58,58
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,4,4,0.111,59.5,238
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,15,3,0.363,58.545,178
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,316,63.2,6.218,59.69,4006.2
1,IP_10uM,1,5,5,0.119,65.6,328
1,IP_10uM,11,80,7.273,1.654,60.185,469.545
1,IP_10uM,10,36,3.6,0.799,59.023,213.2
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,39,19.5,0.648,67.788,1422.5
1,IP_10uM,4,28,7,0.502,59.754,422.25
1,IP_10uM,1,1,1,0.021,59,59
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,260,260,5.785,78.608,20438
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,11,11,0.169,63.636,700
1,IP_10uM,1,15,15,0.465,60.933,914
1,IP_10uM,2,14,7,0.71,61.917,440.5
1,IP_10uM,1,3,3,0.066,61.333,184
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,5,2.5,0.14,59.5,148.5
1,IP_10uM,2,6,3,0.2,59.5,178
1,IP_10uM,4,7,1.75,0.161,58.917,103.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,22,11,0.785,62.59,692
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,3,3,0.093,59.667,179
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,5,1.667,0.331,58.556,98.333
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,17,3.4,0.593,58.733,202
1,IP_10uM,1,1,1,0.035,58,58
1,IP_10uM,2,39,19.5,2.746,61.961,1281.5
1,IP_10uM,2,17,8.5,0.582,60.344,530.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,20,4,0.646,59.813,245.6
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.036,58,58
1,IP_10uM,2,12,6,0.259,58.591,354.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.024,58,58
1,IP_10uM,6,12,2,0.302,58.683,117.167
1,IP_10uM,3,30,10,1.458,60.665,621
1,IP_10uM,6,15,2.5,0.668,58.867,147.333
1,IP_10uM,12,75,6.25,2.615,59.292,375.583
1,IP_10uM,4,5,1.25,0.213,58.25,73
1,IP_10uM,5,36,7.2,0.779,59.332,441.8
1,IP_10uM,5,12,2.4,0.437,58.933,141.4
1,IP_10uM,2,2,1,0.035,58.5,58.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,15,15,0.671,62.6,939
1,IP_10uM,4,8,2,0.286,60.312,120.75
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.031,58,58
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,16,142,8.875,2.598,58.562,527.938
1,IP_10uM,5,13,2.6,0.386,58.756,154.4
1,IP_10uM,6,21,3.5,0.371,59.111,207.167
1,IP_10uM,8,15,1.875,0.291,58.906,110.125
1,IP_10uM,1,1,1,0.039,58,58
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,6,178,29.667,4.3,60.296,1839.5
1,IP_10uM,6,76,12.667,1.452,62.524,879.167
1,IP_10uM,1,2,2,0.054,58,116
1,IP_10uM,2,2,1,0.053,59,59
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,32,32,0.685,64.406,2061
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,22,7.333,0.353,60.811,452.667
1,IP_10uM,3,9,3,0.22,60.524,181.667
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,54,366,6.778,6.142,60.041,412.796
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,11,29,2.636,0.838,59.742,158.273
1,IP_10uM,9,34,3.778,1.623,59.713,228
1,IP_10uM,15,131,8.733,5.982,60.202,549.267
1,IP_10uM,5,19,3.8,0.438,61.392,235.2
1,IP_10uM,9,108,12,4.802,60.499,733.222
1,IP_10uM,2,3,1.5,0.08,59.5,89
1,IP_10uM,1,1,1,0.02,59,59
1,IP_10uM,2,2,1,0.034,59,59
1,IP_10uM,2,2,1,0.049,59,59
1,IP_10uM,26,65,2.5,1.636,59.395,149.615
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,17,41,2.412,0.593,59.365,143.706
1,IP_10uM,1,1,1,0.037,59,59
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,4,25,6.25,0.511,59.947,378.5
1,IP_10uM,4,11,2.75,0.344,60.042,165.5
1,IP_10uM,7,31,4.429,1.348,59.958,268.857
1,IP_10uM,2,25,12.5,0.571,64.377,824.5
1,IP_10uM,2,96,48,1.555,60.895,3012
1,IP_10uM,1,1,1,0.014,59,59
1,IP_10uM,1,1,1,0.019,59,59
1,IP_10uM,29,454,15.655,9.396,60.021,963.172
1,IP_10uM,14,59,4.214,1.053,60.339,257.643
1,IP_10uM,44,439,9.977,8.946,60.097,623.136
1,IP_10uM,11,65,5.909,1.263,60.388,361.727
1,IP_10uM,4,10,2.5,0.324,59.875,151.75
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,10,5,0.373,60.938,306
1,IP_10uM,2,4,2,0.139,59.667,119
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,3,9,3,0.38,59.667,181.667
1,IP_10uM,5,22,4.4,1.402,61.025,272.2
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.044,61,61
1,IP_10uM,1,1,1,0.039,59,59
1,IP_10uM,1,1,1,0.025,59,59
1,IP_10uM,4,80,20,2.673,66.596,1368
1,IP_10uM,1,2,2,0.064,60,120
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,5,11,2.2,0.153,59.971,134.2
1,IP_10uM,1,9,9,0.31,63.222,569
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,3,1.5,0.033,59.25,89
1,IP_10uM,12,60,5,1.002,61.19,309.917
1,IP_10uM,10,37,3.7,1.484,59.797,223.9
1,IP_10uM,1,55,55,1.752,66.727,3670
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,3,3,0.085,61.333,184
1,IP_10uM,9,562,62.444,21.344,63.677,4843.889
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,6,3,0.266,59.5,178.5
1,IP_10uM,3,3,1,0.062,62,62
1,IP_10uM,2,16,8,0.689,62.6,519
1,IP_10uM,7,98,14,2.943,60.578,887.857
1,IP_10uM,1,5,5,0.23,61,305
1,IP_10uM,1,2,2,0.104,59.5,119
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,1,1,1,0.054,62,62
1,IP_10uM,1,2,2,0.099,60,120
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,23,11.5,0.835,62.159,716.5
1,IP_10uM,2,2,1,0.069,59.5,59.5
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,0,0,NaN,0,NaN,NaN
1,IP_10uM,2,14,7,0.421,61.385,420
