Experiment,Condition,Count,TotalArea,AverageSize,AreaPercentage,Mean,IntDen
1,C_10uM,5,32,6.4,0.997,69.843,465.2
1,C_10uM,5,24,4.8,0.761,70.014,337
1,C_10uM,14,175,12.5,7.372,69.7,887.714
1,C_10uM,1,2,2,0.094,70,140
1,C_10uM,2,2,1,0.07,71.5,71.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,8,49,6.125,1.089,70.288,436.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,19,19,0.871,75.368,1432
1,C_10uM,2,10,5,0.333,72.833,364
1,C_10uM,3,46,15.333,1,74.065,1194.333
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.047,71,71
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,4,2,0.104,70.333,140
1,C_10uM,6,534,89,14.682,70.513,6700.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,14,594,42.429,9.501,69.998,3069.429
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,2,2,0.131,70.5,141
1,C_10uM,4,161,40.25,5.351,72.547,3051
1,C_10uM,1,63,63,1.896,76.619,4827
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,5,2.5,0.358,69.625,175
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,6,6,0.19,69.5,417
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,6,60,10,2.293,71.327,755
1,C_10uM,2,110,55,2.036,76.39,4347.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,9,9,0.202,74.556,671
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,40,40,2.432,78.45,3138
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.024,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,235,117.5,8.39,61.603,8124
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.028,55,55
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,132,44,3.601,58.305,2642.333
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,22,11,0.826,55.4,622
1,C_10uM,1,1,1,0.029,57,57
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,5,803,160.6,22.767,60.338,12380.8
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,11,162,14.727,4.896,55.645,992.636
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,12,500,41.667,15.11,55.195,2492.083
1,C_10uM,2,3,1.5,0.107,54,81
1,C_10uM,2,14,7,0.552,55.354,388.5
1,C_10uM,3,72,24,1.662,57.474,1482.667
1,C_10uM,1,1,1,0.035,54,54
1,C_10uM,1,1,1,0.027,54,54
1,C_10uM,2,2,1,0.077,54.5,54.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,48,16,1.168,55.361,919.333
1,C_10uM,2,32,16,1.311,54.783,887.5
1,C_10uM,10,22,2.2,1.03,54.367,119.8
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.048,55,55
1,C_10uM,2,220,110,6.142,59.628,7172.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,5,2.5,0.075,55,139
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.037,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,21,21,0.59,58,1218
1,C_10uM,1,1,1,0.033,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,19,4.75,0.317,55.75,267.25
1,C_10uM,1,11,11,0.292,55.909,615
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,123,30.75,6.796,56.442,1908.5
1,C_10uM,12,22,1.833,1.982,54.333,99.917
1,C_10uM,34,177,5.206,3.416,54.526,287.824
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,13,191,14.692,5.6,54.886,850.538
1,C_10uM,6,47,7.833,1.554,55.162,436.5
1,C_10uM,27,394,14.593,12.316,55.331,895.852
1,C_10uM,1,5,5,0.184,55.4,277
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,60,15,1.51,56.296,842.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,2,2,0.089,54,108
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,2,2,0.069,54,108
1,C_10uM,5,43,8.6,1.676,55.232,485.4
1,C_10uM,2,2,1,0.116,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,6,1.5,0.097,54.417,81.75
1,C_10uM,1,457,457,13.912,71.748,32789
1,C_10uM,1,15,15,0.669,54.667,820
1,C_10uM,2,2,1,0.096,54,54
1,C_10uM,5,216,43.2,7.287,56.324,2692.6
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,42,14,1.049,55.009,792.333
1,C_10uM,8,626,78.25,20.79,55.322,4793.25
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,11,35,3.182,1.744,54.314,173
1,C_10uM,4,7,1.75,0.213,54.458,95.75
1,C_10uM,20,43,2.15,1.266,54.404,116.95
1,C_10uM,20,117,5.85,4.469,54.662,320.6
1,C_10uM,19,36,1.895,1.268,54.339,103.158
1,C_10uM,10,13,1.3,0.347,54.1,70.3
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,5,2.5,0.189,54.5,136.5
1,C_10uM,1,1,1,0.028,54,54
1,C_10uM,3,4,1.333,0.217,54.333,72.667
1,C_10uM,1,1,1,0.032,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,4,4,0.174,55,220
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,5,5,0.111,131.4,657
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,98,98,7.117,63.898,6262
1,C_10uM,1,47,47,2.334,65.511,3079
1,C_10uM,1,36,36,1.734,59.833,2154
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,22,5.5,0.764,54.445,299.75
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,10,10,0.498,54.4,544
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,4,1,0.149,54.25,54.25
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.041,54,54
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,22,5.5,0.314,60.987,344.25
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,11,11,0.384,63.273,696
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,68,34,1.805,64.964,2274
1,C_10uM,1,3,3,0.088,63,189
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,23,11.5,0.529,62.182,727.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,16,41,2.562,0.988,60.518,156.062
1,C_10uM,1,3,3,0.049,60.333,181
1,C_10uM,8,94,11.75,4.424,60.821,724.375
1,C_10uM,10,93,9.3,4.952,61.011,573.8
1,C_10uM,22,81,3.682,3.075,60.663,224.273
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,7,1.75,0.203,60.75,106
1,C_10uM,12,16,1.333,0.225,60.396,80.5
1,C_10uM,10,13,1.3,0.375,60.425,78.5
1,C_10uM,8,15,1.875,1.071,60.546,113.875
1,C_10uM,15,252,16.8,11.17,61.517,1082.8
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,6,3,0.19,60,180
1,C_10uM,15,26,1.733,1.628,60.749,105.733
1,C_10uM,6,20,3.333,1.159,60.742,203.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.064,60,60
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,2,2,0.05,60.5,121
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,6,1.5,0.209,60.5,91
1,C_10uM,1,1,1,0.031,60,60
1,C_10uM,1,1,1,0.033,60,60
1,C_10uM,1,1,1,0.024,62,62
1,C_10uM,1,19,19,0.685,64.579,1227
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,11,36,3.273,1.093,60.891,200.727
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,50,25,0.704,63.54,1596
1,C_10uM,1,1,1,0.026,60,60
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,41,41,1.296,68.707,2817
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,3,1.5,0.085,60,90
1,C_10uM,3,3,1,0.123,60,60
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,7,40,5.714,2.053,61.465,354.714
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.047,60,60
1,C_10uM,9,112,12.444,1.378,62.544,794.111
1,C_10uM,2,2,1,0.059,61,61
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,10,48,4.8,1.848,60.974,295.7
1,C_10uM,12,109,9.083,1.534,61.191,593.25
1,C_10uM,2,2,1,0.143,60,60
1,C_10uM,12,70,5.833,3.898,60.929,360.75
1,C_10uM,3,6,2,0.259,60.083,120.333
1,C_10uM,2,6,3,0.196,62.5,190.5
1,C_10uM,3,6,2,0.335,60.167,120.333
1,C_10uM,18,310,17.222,15.174,60.91,1119.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.049,61,61
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,3,3,0.069,61,183
1,C_10uM,1,1,1,0.031,63,63
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,5,11,2.2,0.446,61.28,137.2
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,5,1.667,0.137,61.222,103
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,21,7,1.22,63.156,450
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,7,18,2.571,0.522,60.833,158.429
1,C_10uM,4,198,49.5,3.224,63.296,3346
1,C_10uM,5,13,2.6,0.457,61.543,162.4
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,2,2,1,0.033,61.5,61.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.03,61,61
1,C_10uM,4,183,45.75,5.593,64.158,3299
1,C_10uM,2,133,66.5,3.405,64.5,4515
1,C_10uM,5,5,1,0.453,60.6,60.6
1,C_10uM,16,93,5.812,2.027,61.273,359.688
1,C_10uM,14,177,12.643,14.344,60.984,784.714
1,C_10uM,4,116,29,2.72,60.622,1788.5
1,C_10uM,1,3,3,0.248,61.667,185
1,C_10uM,14,409,29.214,30.821,61.2,1817.571
1,C_10uM,8,190,23.75,14.405,60.891,1487.25
1,C_10uM,1,1,1,0.027,61,61
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,38,9.5,1.554,61.08,601.75
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,9,2.25,0.598,60.146,135.5
1,C_10uM,2,5,2.5,0.225,61.375,152.5
1,C_10uM,1,213,213,10.426,76.934,16387
1,C_10uM,4,392,98,7.82,66.864,8351.75
1,C_10uM,2,7,3.5,0.244,61.3,216.5
1,C_10uM,7,376,53.714,7.956,63.667,3596.429
1,C_10uM,4,24,6,0.974,64.917,443.25
1,C_10uM,1,1,1,0.023,62,62
1,C_10uM,1,1,1,0.027,60,60
1,C_10uM,2,56,28,1.93,67.675,2030
1,C_10uM,1,1,1,0.041,65,65
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,5,5,0.341,62,310
1,C_10uM,1,1,1,0.037,61,61
1,C_10uM,1,4,4,0.106,61.5,246
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,3,3,0.179,63.667,191
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.065,62,62
1,C_10uM,1,7,7,0.236,60.857,426
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.016,61,61
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,305,101.667,6.796,64.714,7095.333
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,245,245,8.738,76.543,18753
1,C_10uM,6,34,5.667,1.332,63.446,375.667
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,6,6,0.103,65.667,394
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,328,82,17.364,62.937,5547.75
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.058,61,61
1,C_10uM,4,6,1.5,0.627,61.25,91.75
1,C_10uM,1,1,1,0.035,61,61
1,C_10uM,1,2,2,0.111,61.5,123
1,C_10uM,5,103,20.6,2.419,62.024,1314.6
1,C_10uM,2,4,2,0.104,61.5,123
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,70,70,1.767,65.471,4583
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,45,15,0.84,62.357,951.667
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,7,122,17.429,2.677,62.299,1133.286
1,C_10uM,12,69,5.75,3.046,61.675,360.583
1,C_10uM,19,727,38.263,23.581,62.991,3271.421
1,C_10uM,2,2,1,0.083,61,61
1,C_10uM,4,809,202.25,19.603,66.047,16002.25
1,C_10uM,3,3,1,0.078,61.333,61.333
1,C_10uM,31,360,11.613,10.591,61.699,738.968
1,C_10uM,17,1164,68.471,44.394,61.404,4408.235
1,C_10uM,5,45,9,1.026,62.182,569
1,C_10uM,6,12,2,1.247,61.444,122.833
1,C_10uM,8,8,1,0.416,61.375,61.375
1,C_10uM,23,152,6.609,4.832,61.762,413.391
1,C_10uM,1,1,1,0.047,61,61
1,C_10uM,3,4,1.333,0.14,61,81.333
1,C_10uM,4,5,1.25,0.266,62,77.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,18,4.5,0.424,61.55,279.25
1,C_10uM,2,2,1,0.062,61,61
1,C_10uM,2,2,1,0.11,61,61
1,C_10uM,12,17,1.417,1.695,61.153,86.667
1,C_10uM,4,45,11.25,0.718,61.988,715.5
1,C_10uM,2,38,19,0.782,62.581,1217.5
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,5,5,0.074,66.8,334
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,1,1,0.029,61,61
1,C_10uM,2,2,1,0.048,61,61
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,4,7,1.75,0.243,61.417,107.5
1,C_10uM,5,5,1,0.219,61.4,61.4
1,C_10uM,3,3,1,0.113,61.333,61.333
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,3,3,1,0.226,62,62
1,C_10uM,4,4,1,0.22,61.25,61.25
1,C_10uM,2,2,1,0.089,61,61
1,C_10uM,11,19,1.727,1.328,61.379,106.182
1,C_10uM,8,18,2.25,0.382,61.488,138.375
1,C_10uM,71,158,2.225,2.705,61.341,136.93
1,C_10uM,23,182,7.913,3.625,61.611,492.13
1,C_10uM,10,13,1.3,1.862,61.725,80.7
1,C_10uM,23,195,8.478,18.123,61.648,527.174
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,19,177,9.316,11.368,61.658,579.158
1,C_10uM,3,4,1.333,0.213,61.5,82
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,4,4,0.11,64.25,257
1,C_10uM,2,6,3,0.197,62.1,186.5
1,C_10uM,1,1,1,0.029,63,63
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,3,3,0.103,64.667,194
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,1,9,9,0.287,68.556,617
1,C_10uM,0,0,NaN,0,NaN,NaN
1,C_10uM,0,0,NaN,0,NaN,NaN
