Experiment,Minute,Event,Chamber,Event Text,A,B,Condition
2,173.1,,,,159.1791,158.9055,
2,173.13,,,,159.1726,158.8301,
2,173.17,,,,159.1543,158.8068,
2,173.2,,,,159.1554,158.7812,
2,173.23,,,,159.1122,158.7346,
2,173.27,,,,159.054,158.6592,
2,173.3,,,,158.9764,158.5782,
2,173.33,,,,158.9397,158.5193,
2,173.37,,,,158.9322,158.4849,
2,173.4,,,,158.9009,158.4616,
2,173.43,,,,158.8233,158.4173,
2,173.47,,,,158.7747,158.3573,
2,173.5,,,,158.7618,158.2952,
2,173.53,,,,158.7014,158.243,
2,173.57,,,,158.6367,158.1753,
2,173.6,,,,158.5947,158.1265,
2,173.63,,,,158.5796,158.0677,
2,173.67,,,,158.5634,158.0067,
2,173.7,,,,158.4955,157.9589,
2,173.73,,,,158.4491,157.9334,
2,173.77,,,,158.4028,157.8724,
2,173.8,,,,158.3402,157.8069,
2,173.83,,,,158.3068,157.7381,
2,173.87,,,,158.2798,157.6837,
2,173.9,,,,158.2529,157.6249,
2,173.93,,,,158.2076,157.5783,
2,173.97,,,,158.1526,157.5051,
2,174,,,,158.1278,157.4318,
2,174.03,,,,158.0739,157.3896,
2,174.07,,,,158.0663,157.343,
2,174.1,,,,158.0416,157.2598,
2,174.13,,,,158.0135,157.1988,
2,174.17,,,,157.9876,157.161,
2,174.2,,,,157.8928,157.1111,
2,174.23,,,,157.8475,157.0656,
2,174.27,,,,157.8184,157.0379,
2,174.3,,,,157.7558,156.9913,
2,174.33,,,,157.7116,156.9369,
2,174.37,,,,157.6803,156.8792,
2,174.4,,,,157.6351,156.8104,
2,174.43,,,,157.5607,156.7504,
2,174.47,,,,157.5208,156.706,
2,174.5,,,,157.5046,156.655,
2,174.53,,,,157.4324,156.604,
2,174.57,,,,157.3828,156.5551,
2,174.6,,,,157.3569,156.5118,
2,174.63,,,,157.3439,156.4719,
2,174.67,,,,157.3127,156.4153,
2,174.7,,,,157.2491,156.3365,
2,174.73,,,,157.1822,156.2389,
2,174.77,,,,157.1078,156.149,
2,174.8,,,,157.0561,156.099,
2,174.83,,,,157.0205,156.0657,
2,174.87,,,,157.0097,156.0158,
2,174.9,,,,156.9849,155.9581,
2,174.93,,,,156.9439,155.917,
2,174.97,,,,156.8868,155.8738,
2,175,,,,156.8501,155.8349,
2,175.03,,,,156.8037,155.7539,
2,175.07,,,,156.7401,155.6707,
2,175.1,,,,156.7143,155.6063,
2,175.13,,,,156.7132,155.5397,
2,175.17,,,,156.683,155.4809,
2,175.2,,,,156.5881,155.4387,
2,175.23,,,,156.5072,155.3943,
2,175.27,,,,156.4544,155.3477,
2,175.3,,,,156.4016,155.2967,
2,175.33,,,,156.3584,155.2445,
2,175.37,,,,156.3261,155.2024,
2,175.4,,,,156.2765,155.1436,
2,175.43,,,,156.2388,155.0526,
2,175.47,,,,156.1805,154.9715,
2,175.5,,,,156.1363,154.9116,
2,175.53,,,,156.1406,154.8783,
2,175.57,,,,156.0932,154.835,
2,175.6,,,,156.0307,154.7618,
2,175.63,,,,155.9789,154.7074,
2,175.67,,,,155.9519,154.6397,
2,175.7,,,,155.9034,154.5942,
2,175.73,,,,155.8538,154.5498,
2,175.77,,,,155.8193,154.4855,
2,175.8,,,,155.7751,154.4122,
2,175.83,,,,155.6889,154.3279,
2,175.87,,,,155.6468,154.268,
2,175.9,,,,155.594,154.2225,
2,175.93,,,,155.5411,154.1626,
2,175.97,,,,155.5099,154.1226,
2,176,,,,155.4549,154.0871,
2,176.03,,,,155.4398,154.0272,
2,176.07,,,,155.4128,153.9606,
2,176.1,,,,155.3535,153.9062,
2,176.13,,,,155.305,153.8441,
2,176.17,,,,155.2835,153.7697,
2,176.2,,,,155.2705,153.7142,
2,176.23,,,,155.2112,153.6587,
2,176.27,,,,155.1454,153.6088,
2,176.3,,,,155.0894,153.5511,
2,176.33,,,,155.0365,153.4801,
2,176.37,,,,154.9869,153.4113,
2,176.4,,,,154.9643,153.3491,
2,176.43,,,,154.9082,153.2947,
2,176.47,,,,154.8317,153.2448,
2,176.5,,,,154.7745,153.1971,
2,176.53,,,,154.7088,153.1305,
2,176.57,,,,154.6915,153.0661,
2,176.6,,,,154.6796,153.0062,
2,176.63,,,,154.6548,152.9407,
2,176.67,,,,154.588,152.8797,
2,176.7,,,,154.4888,152.812,
2,176.73,,,,154.4478,153.3647,
2,176.77,FCCP,Both,,154.4478,156.0225,C3
2,176.8,,,,154.395,158.1287,
2,176.83,,,,154.3562,158.8645,
2,176.87,,,,154.3357,159.0187,
2,176.9,,,,154.2537,158.9521,
2,176.93,,,,154.1998,158.7746,
2,176.97,,,,154.1858,158.5682,
2,177,,,,154.3529,158.3695,
2,177.03,,,,156.1299,158.1653,
2,177.07,,,,158.5408,157.9656,
2,177.1,,,,159.6104,157.7803,
2,177.13,,,,159.9209,157.5816,
2,177.17,,,,159.9479,157.3785,
2,177.2,,,,159.8886,157.2099,
2,177.23,,,,159.7807,157.0345,
2,177.27,,,,159.6352,156.8414,
2,177.3,,,,159.5069,156.6395,
2,177.33,,,,159.3786,156.4564,
2,177.37,,,,159.2039,156.2633,
2,177.4,,,,159.0551,156.0768,
2,177.43,,,,158.9041,155.8915,
2,177.47,,,,158.7898,155.725,
2,177.5,,,,158.6658,155.5586,
2,177.53,,,,158.4998,155.3788,
2,177.57,,,,158.3607,155.2179,
2,177.6,,,,158.2335,155.0326,
2,177.63,,,,158.0901,154.8484,
2,177.67,,,,157.9596,154.663,
2,177.7,,,,157.8119,154.4877,
2,177.73,,,,157.6717,154.3501,
2,177.77,,,,157.5628,154.1925,
2,177.8,,,,157.4054,154.0349,
2,177.83,,,,157.2674,153.8762,
2,177.87,,,,157.1348,153.7131,
2,177.9,,,,156.9924,153.5822,
2,177.93,,,,156.8674,153.4446,
2,177.97,,,,156.7455,153.2759,
2,178,,,,156.6258,153.1161,
2,178.03,,,,156.4921,152.9729,
2,178.07,,,,156.3617,152.8331,
2,178.1,,,,156.2086,152.68,
2,178.13,,,,156.0533,152.5135,
2,178.17,,,,155.9272,152.3703,
2,178.2,,,,155.7859,152.246,
2,178.23,,,,155.6748,152.0973,
2,178.27,,,,155.5897,151.9509,
2,178.3,,,,155.4743,151.7988,
2,178.33,,,,155.332,151.6479,
2,178.37,,,,155.2037,151.5181,
2,178.4,,,,155.0818,151.3838,
2,178.43,,,,154.9934,151.2473,
2,178.47,,,,154.8942,151.1208,
2,178.5,,,,154.7724,150.9887,
2,178.53,,,,154.6128,150.8556,
2,178.57,,,,154.4575,150.7401,
2,178.6,,,,154.3314,150.6336,
2,178.63,,,,154.2289,150.4993,
2,178.67,,,,154.1395,150.3495,
2,178.7,,,,154.0392,150.2119,
2,178.73,,,,153.9335,150.0887,
2,178.77,,,,153.7923,149.9578,
2,178.8,,,,153.6704,149.8235,
2,178.83,,,,153.554,149.7092,
2,178.87,,,,153.4526,149.6049,
2,178.9,,,,153.3653,149.4862,
2,178.93,,,,153.2424,149.3452,
2,178.97,,,,153.1259,149.2132,
2,179,,,,153.044,149.1033,
2,179.03,,,,152.9448,148.9879,
2,179.07,,,,152.81,148.858,
2,179.1,,,,152.6817,148.7604,
2,179.13,,,,152.5577,148.6539,
2,179.17,,,,152.4919,148.5162,
2,179.2,,,,152.3787,148.3775,
2,179.23,,,,152.2633,148.2654,
2,179.27,,,,152.1663,148.1278,
2,179.3,,,,152.0833,148.0091,
2,179.33,,,,151.9636,147.907,
2,179.37,,,,151.8525,147.8049,
2,179.4,,,,151.749,147.7328,
2,179.43,,,,151.6531,147.6229,
2,179.47,,,,151.5765,147.4798,
2,179.5,,,,151.4633,147.3477,
2,179.53,,,,151.3544,147.2445,
2,179.57,,,,151.2423,147.148,
2,179.6,,,,151.1323,147.0226,
2,179.63,,,,151.0115,146.9049,
2,179.67,,,,150.9166,146.8017,
2,179.7,,,,150.8185,146.683,
2,179.73,,,,150.7355,146.5576,
2,179.77,,,,150.6363,146.4433,
2,179.8,,,,150.5296,146.3467,
2,179.83,,,,150.4293,146.269,
2,179.87,,,,150.3473,146.1592,
2,179.9,,,,150.2643,146.0305,
2,179.93,,,,150.1554,145.9184,
2,179.97,,,,150.0648,145.8007,
2,180,,,,149.9818,145.6731,
2,180.03,,,,149.9128,145.5455,
2,180.07,,,,149.7964,145.4423,
2,180.1,CN,Both,,149.7133,145.3557,C3
2,180.13,,,,149.6519,145.2614,
2,180.17,,,,149.5753,145.2259,
2,180.2,,,,149.4804,145.2459,
2,180.23,,,,149.3866,145.2625,
2,180.27,,,,149.2799,145.2892,
2,180.3,,,,149.1818,145.3247,
2,180.33,,,,149.0826,145.3424,
2,180.37,,,,148.9963,145.3646,
2,180.4,,,,148.9057,145.4023,
2,180.43,,,,148.8712,145.4778,
2,180.47,,,,148.8734,145.5377,
2,180.5,,,,148.8917,145.5511,
2,180.53,,,,148.9176,145.5732,
2,180.57,,,,148.9532,145.6176,
2,180.6,,,,148.9888,145.6398,
2,180.63,,,,149.02,145.6676,
2,180.67,,,,149.0556,145.7075,
2,180.7,,,,149.1182,145.743,
2,180.73,,,,149.1882,145.7619,
2,180.77,,,,149.2497,145.7885,
2,180.8,,,,149.2885,145.8129,
2,180.83,,,,149.3295,145.8374,
2,180.87,,,,149.3349,145.8562,
2,180.9,,,,149.3618,145.8718,
2,180.93,,,,149.4082,145.8873,
2,180.97,,,,149.4492,145.9195,
2,181,,,,149.4729,145.9483,
2,181.03,,,,149.516,145.9572,
2,181.07,,,,149.5548,145.9705,
2,181.1,,,,149.6034,146.0049,
2,181.13,,,,149.6131,146.0449,
2,181.17,,,,149.6174,146.0549,
2,181.2,,,,149.6594,146.0637,
2,181.23,,,,149.7026,146.0904,
2,181.27,,,,149.7123,146.1137,
2,181.3,,,,149.7327,146.0981,
2,181.33,,,,149.7791,146.1015,
2,181.37,,,,149.792,146.1137,
2,181.4,,,,149.8222,146.137,
2,181.43,,,,149.8416,146.1736,
2,181.47,,,,149.8567,146.2058,
2,181.5,,,,149.8708,146.2091,
2,181.53,,,,149.8999,146.2247,
2,181.57,,,,149.929,146.2313,
2,181.6,,,,149.9419,146.2369,
2,181.63,,,,149.9452,146.2424,
2,181.67,,,,149.957,146.2435,
2,181.7,,,,149.9937,146.2613,
2,181.73,,,,150.0476,146.289,
2,181.77,,,,150.0325,146.309,
2,181.8,,,,150.0239,146.329,
2,181.83,,,,150.0023,146.3367,
2,181.87,,,,150.0152,146.3367,
2,181.9,,,,150.0864,146.3434,
2,181.93,,,,150.1188,146.3423,
2,181.97,,,,150.1446,146.3501,
2,182,,,,150.1921,146.3478,
2,182.03,,,,150.2104,146.3489,
2,182.07,,,,150.2147,146.3567,
2,182.1,,,,150.1975,146.37,
2,182.13,,,,150.1953,146.3878,
2,182.17,,,,150.2223,146.3845,
2,182.2,,,,150.2686,146.3845,
2,182.23,,,,150.2956,146.3822,
2,182.27,,,,150.3236,146.3878,
2,182.3,,,,150.3646,146.3689,
2,182.33,,,,150.3646,146.3822,
2,182.37,,,,150.3915,146.39,
2,182.4,END,Both,,150.3937,146.3845,C3
2,182.43,,,,150.398,146.4067,
2,182.47,,,,150.4282,146.4,
2,182.5,,,,150.4562,146.3856,
2,182.53,,,,150.4767,146.4033,
2,182.57,,,,150.5037,146.4078,
2,182.6,,,,150.5242,146.3967,
2,182.63,,,,150.5177,146.4011,
2,182.67,,,,150.5296,146.4144,
2,182.7,,,,150.5403,146.4333,
2,182.73,,,,150.5457,146.4322,
2,182.77,,,,150.5705,146.4399,
2,182.8,,,,150.9673,146.4566,
2,182.83,,,,151.5463,146.4444,
2,182.87,,,,152.1738,146.633,
2,182.9,,,,152.8197,146.7662,
2,182.93,,,,153.4224,147.3189,
2,182.97,,,,153.9766,148.0191,
2,183,,,,154.4575,148.7815,
2,183.03,,,,154.9093,149.5594,
2,183.07,,,,155.3622,150.3318,
2,183.1,,,,155.8215,151.0742,
2,183.13,,,,156.2517,151.7777,
2,183.17,,,,156.628,152.4647,
2,183.2,,,,157.0151,153.1349,
2,183.23,,,,157.4183,153.7375,
2,183.27,,,,157.8184,154.309,
2,183.3,,,,158.1763,154.8339,
2,183.33,,,,158.4739,155.3455,
2,183.37,,,,158.7855,155.856,
2,183.4,,,,159.1262,156.3332,
2,183.43,,,,159.4228,156.7782,
2,183.47,,,,159.7139,157.1966,
2,183.5,,,,159.991,157.5972,
2,183.53,,,,160.2638,157.9856,
2,183.57,,,,160.5355,158.3418,
2,183.6,,,,160.8255,158.6991,
2,183.63,,,,161.1091,159.0409,
2,183.67,,,,161.3625,159.3561,
2,183.7,,,,161.5889,159.6601,
2,183.73,,,,161.8197,159.9287,
2,183.77,,,,162.0385,160.1617,
2,183.8,,,,162.2326,160.4214,
2,183.83,,,,162.4407,160.6534,
2,183.87,,,,162.651,160.872,
2,183.9,,,,162.831,161.0839,
2,183.93,,,,163.0186,161.2726,
2,183.97,,,,163.1879,161.4956,
2,184,,,,163.3313,161.6865,
2,184.03,,,,163.4941,161.8419,
2,184.07,,,,163.6861,162.0372,
2,184.1,,,,163.8769,162.2491,
2,184.13,,,,164.0322,162.4212,
2,184.17,,,,164.1594,162.5732,
2,184.2,,,,164.2888,162.6964,
2,184.23,,,,164.4128,162.8262,
2,184.27,,,,164.499,162.9616,
2,184.3,,,,164.6716,163.1414,
2,184.33,,,,164.8106,163.3034,
2,184.37,,,,164.8764,163.4599,
2,184.4,,,,164.9648,163.623,
2,184.43,,,,165.0651,163.7473,
2,184.47,,,,165.1859,163.8882,
2,184.5,,,,165.2592,164.0469,
2,184.53,,,,165.3282,164.189,
2,184.57,,,,165.3886,164.321,
2,184.6,,,,165.4748,164.4253,
2,184.63,,,,165.5568,164.4875,
2,184.67,,,,165.6021,164.5663,
2,184.7,,,,165.6452,164.6739,
2,184.73,,,,165.6872,164.7871,
2,184.77,,,,165.7455,164.8936,
2,184.8,,,,165.7951,165.0201,
2,184.83,,,,165.8608,165.1089,
2,184.87,,,,165.9298,165.1866,
2,184.9,,,,165.9697,165.2743,
2,184.93,,,,165.9751,165.3675,
2,184.97,,,,166.0409,165.4285,
2,185,,,,166.125,165.4829,
2,185.03,,,,166.1358,165.5395,
2,185.07,,,,166.1703,165.6172,
2,185.1,,,,166.2415,165.7115,
2,185.13,,,,166.3072,165.7859,
2,185.17,,,,166.3407,165.8424,
2,185.2,,,,166.3892,165.9146,
2,185.23,,,,166.3978,165.9845,
2,185.27,,,,166.3827,166.0278,
2,185.3,,,,166.3989,166.0855,
2,185.33,,,,166.4506,166.1643,
2,185.37,,,,166.5164,166.2231,
2,185.4,,,,166.5703,166.2564,
2,185.43,,,,166.594,166.303,
2,185.47,,,,166.6199,166.364,
2,185.5,,,,166.662,166.3829,
2,185.53,,,,166.6803,166.4273,
2,185.57,,,,166.704,166.4794,
2,185.6,,,,166.7525,166.4905,
2,185.63,,,,166.786,166.5283,
2,185.67,,,,166.7795,166.596,
2,185.7,,,,166.8118,166.6492,
2,185.73,,,,166.8571,166.6614,
2,185.77,,,,166.7256,166.6881,
2,185.8,,,,162.6197,166.7513,
2,185.83,,,,158.696,166.789,
2,185.87,,,,167.6399,166.0855,
2,185.9,,,,170.7323,163.4044,
2,185.93,,,,171.6466,165.484,
2,185.97,,,,171.859,169.6743,
2,186,,,,171.804,169.1039,
2,186.03,,,,171.5992,168.5912,
2,186.07,,,,171.3652,168.1973,
2,186.1,,,,171.0622,167.8311,
2,186.13,,,,170.7301,167.4948,
2,186.17,,,,170.4045,167.1386,
2,186.2,,,,170.067,166.7946,
2,186.23,,,,169.7425,166.4539,
2,186.27,,,,169.4319,166.1099,
2,186.3,,,,169.1246,165.7526,
2,186.33,,,,168.826,165.4163,
2,186.37,,,,168.5424,165.079,
2,186.4,,,,168.2545,164.7516,
2,186.43,,,,167.9752,164.4242,
2,186.47,,,,167.7035,164.098,
2,186.5,,,,167.4243,163.785,
2,186.53,,,,167.145,163.4743,
2,186.57,,,,166.8798,163.1658,
2,186.6,,,,166.6178,162.8695,
2,186.63,,,,166.3611,162.5821,
2,186.67,,,,166.1121,162.3002,
2,186.7,,,,165.863,162.0217,
2,186.73,,,,165.6236,161.7509,
2,186.77,,,,165.381,161.4879,
2,186.8,,,,165.146,161.2315,
2,186.83,,,,164.9174,160.9763,
2,186.87,,,,164.691,160.7299,
2,186.9,,,,164.4689,160.4947,
2,186.93,,,,164.2489,160.2683,
2,186.97,,,,164.0354,160.0386,
2,187,,,,163.8241,159.8166,
2,187.03,,,,163.6192,159.6036,
2,187.07,,,,163.4251,159.396,
2,187.1,,,,163.2386,159.1952,
2,187.13,,,,163.0521,158.9954,
2,187.17,,,,162.872,158.8045,
2,187.2,,,,162.6941,158.6192,
2,187.23,,,,162.5173,158.4383,
2,187.27,,,,162.3447,158.2563,
2,187.3,,,,162.1765,158.0843,
2,187.33,,,,162.0116,157.9123,
2,187.37,,,,161.8488,157.7536,
2,187.4,,,,161.6946,157.5961,
2,187.43,,,,161.5404,157.4418,
2,187.47,,,,161.0606,157.2909,
2,187.5,,,,156.4005,157.1433,
2,187.53,,,,158.9624,157.0012,
2,187.57,,,,171.0989,156.3853,
2,187.6,,,,171.9237,148.4419,
2,187.63,,,,172.713,155.0992,
2,187.67,,,,179.8972,162.1626,
2,187.7,,,,175.7331,163.0415,
2,187.73,,,,169.0696,166.9511,
2,187.77,,,,167.7251,169.8552,
2,187.8,,,,167.1676,167.6713,
2,187.83,,,,165.5428,169.7542,
2,187.87,,,,166.621,170.5743,
2,187.9,,,,162.0676,166.9788,
2,187.93,,,,156.2452,166.9733,
2,187.97,,,,153.9788,163.7906,
2,188,,,,157.0916,156.0557,
2,188.03,,,,160.2713,154.1226,
2,188.07,,,,158.9656,154.9704,
2,188.1,,,,155.0462,157.1078,
2,188.13,,,,151.2401,157.8746,
2,188.17,,,,154.4942,151.6002,
2,188.2,,,,157.4173,150.4405,
2,188.23,,,,158.6777,152.8941,
2,188.27,,,,155.9282,154.5032,
2,188.3,,,,153.3685,156.5585,
2,188.33,,,,156.1536,155.2634,
2,188.37,,,,158.3758,151.265,
2,188.4,,,,157.1078,152.4081,
2,188.43,,,,154.878,153.6998,
2,188.47,,,,144.2543,154.8606,
2,188.5,,,,148.1413,154.1281,
2,188.53,,,,153.8969,151.517,
2,188.57,,,,157.1391,149.9589,
2,188.6,,,,160.3026,157.8025,
2,188.63,,,,156.5331,156.7871,
2,188.67,,,,150.5382,157.4562,
2,188.7,,,,149.4481,158.4972,
2,188.73,,,,149.7338,154.7085,
2,188.77,,,,155.6899,147.7905,
2,188.8,,,,155.5584,146.825,
2,188.83,,,,147.862,150.7912,
2,188.87,,,,146.1261,152.2716,
2,188.9,,,,150.4034,146.4466,
2,188.93,,,,153.5518,144.6733,
2,188.97,,,,148.8842,146.309,
2,189,,,,145.4533,153.5899,
2,189.03,,,,145.5697,153.9928,
2,189.07,,,,147.3412,146.8394,
2,189.1,,,,152.7011,143.599,
2,189.13,,,,152.5588,144.236,
2,189.17,,,,148.7117,146.0293,
2,189.2,,,,143.6688,152.2738,
2,189.23,,,,144.0483,152.5845,
2,189.27,,,,149.1149,145.3691,
2,189.3,,,,152.7086,143.1563,
2,189.33,,,,151.7436,144.367,
2,189.37,,,,151.2617,147.8604,
2,189.4,,,,151.9636,151.4881,
2,189.43,,,,152.217,151.77,
2,189.47,,,,152.3183,151.4149,
2,189.5,,,,152.4078,150.9754,
2,189.53,,,,152.5156,150.6935,
2,189.57,,,,152.6213,150.5726,
2,189.6,,,,152.7399,150.5648,
2,189.63,,,,152.8607,150.6403,
2,189.67,,,,153.0095,150.7723,
2,189.7,,,,153.1529,150.9421,
2,189.73,,,,152.6299,151.1297,
2,189.77,,,,143.865,151.3205,
2,189.8,,,,147.2507,151.5125,
2,189.83,,,,153.1173,151.7034,
2,189.87,,,,156.89,151.8954,
2,189.9,,,,159.0853,152.0973,
2,189.93,,,,160.3177,152.2949,
2,189.97,,,,160.9495,152.4935,
2,190,,,,161.2309,152.6877,
2,190.03,,,,161.3474,152.8642,
2,190.07,,,,161.3269,153.0328,
2,190.1,,,,161.2126,153.1949,
2,190.13,,,,161.0714,153.3513,
2,190.17,,,,160.9118,153.5056,
2,190.2,,,,160.7457,153.6665,
2,190.23,,,,160.5624,153.8385,
2,190.27,,,,160.3597,154.0161,
2,190.3,,,,160.1861,154.1981,
2,190.33,,,,160.0395,146.663,
2,190.37,,,,159.895,137.7841,
2,190.4,,,,159.7527,161.5866,
2,190.43,,,,159.605,183.243,
2,190.47,,,,159.4853,196.6108,
2,190.5,,,,159.3764,204.2779,
2,190.53,,,,159.2794,208.607,
2,190.57,,,,159.2071,210.8631,
2,190.6,,,,159.1478,211.9284,
2,190.63,,,,159.1209,212.2369,
2,190.67,,,,159.1004,212.0183,
2,190.7,,,,159.0583,211.469,
2,190.73,,,,159.0518,210.6333,
2,190.77,,,,159.0033,209.6745,
2,190.8,,,,158.861,208.5559,
2,190.83,,,,158.2216,207.3474,
2,190.87,,,,157.7051,206.0857,
2,190.9,,,,157.4474,204.8339,
2,190.93,,,,157.3418,203.5244,
2,190.97,,,,157.3526,202.2083,
2,191,,,,157.3817,200.8766,
2,191.03,,,,157.4431,199.5416,
2,191.07,,,,157.4917,198.211,
2,191.1,,,,157.5542,196.9104,
2,191.13,,,,157.6394,195.2625,
2,191.17,,,,157.7127,193.3737,
2,191.2,,,,157.7817,191.981,
2,191.23,,,,157.8593,191.0189,
2,191.27,DMEM,Both,,157.9186,190.2909,IP50PRE
2,191.3,,,,158.0017,189.7593,
2,191.33,,,,158.0804,189.291,
2,191.37,,,,158.1095,188.896,
2,191.4,,,,158.1742,188.532,
2,191.43,,,,158.255,188.1813,
2,191.47,,,,158.3629,187.8506,
2,191.5,,,,158.4545,187.5266,
2,191.53,,,,158.5095,187.1981,
2,191.57,,,,158.5688,186.9051,
2,191.6,,,,158.6011,186.6121,
2,191.63,,,,158.6658,186.3458,
2,191.67,,,,158.7575,186.0717,
2,191.7,,,,158.833,185.7854,
2,191.73,,,,158.8815,185.5035,
2,191.77,,,,158.9429,185.2327,
2,191.8,,,,159.012,184.9598,
2,191.83,,,,159.0799,184.6845,
2,191.87,,,,159.1327,184.4127,
2,191.9,,,,159.1963,184.1441,
2,191.93,,,,159.288,183.8755,
2,191.97,,,,159.3635,183.6436,
2,192,,,,159.4357,183.4028,
2,192.03,,,,159.5112,183.1687,
2,192.07,,,,159.5575,182.9367,
2,192.1,,,,159.6082,182.6915,
2,192.13,,,,159.674,182.4662,
2,192.17,,,,159.7106,182.2454,
2,192.2,,,,159.7559,182.0201,
2,192.23,,,,159.8379,181.8048,
2,192.27,,,,159.9435,181.5795,
2,192.3,,,,160.019,181.3487,
2,192.33,,,,160.0686,181.1157,
2,192.37,,,,160.1258,180.8959,
2,192.4,,,,160.198,180.6729,
2,192.43,,,,160.239,180.4742,
2,192.47,,,,160.2832,180.3022,
2,192.5,,,,160.3759,180.118,
2,192.53,,,,160.4622,179.9149,
2,192.57,,,,160.5204,179.7041,
2,192.6,,,,160.5689,179.4943,
2,192.63,,,,160.6422,179.299,
2,192.67,,,,160.7005,179.1115,
2,192.7,,,,160.7598,178.9339,
2,192.73,,,,160.8234,178.7575,
2,192.77,,,,160.887,178.5655,
2,192.8,,,,160.9571,178.3924,
2,192.83,,,,161.011,178.2059,
2,192.87,,,,161.0455,178.0251,
2,192.9,,,,161.0757,177.8431,
2,192.93,,,,161.1253,177.6544,
2,192.97,,,,161.1813,177.4691,
2,193,,,,161.2342,177.2949,
2,193.03,,,,161.3118,177.1339,
2,193.07,,,,161.3754,176.9819,
2,193.1,,,,161.4035,176.8321,
2,193.13,,,,161.4369,176.6645,
2,193.17,,,,161.4779,176.4836,
2,193.2,,,,161.5415,176.3327,
2,193.23,,,,161.6191,176.1774,
2,193.27,,,,161.6816,176.0109,
2,193.3,,,,161.7345,175.8555,
2,193.33,,,,161.7679,175.6957,
2,193.37,,,,161.8272,175.5426,
2,193.4,,,,161.8682,175.3939,
2,193.43,,,,161.9167,175.2585,
2,193.47,,,,161.9846,175.122,
2,193.5,,,,162.0375,175.0033,
2,193.53,,,,162.0579,174.9123,
2,193.57,,,,162.1172,174.7991,
2,193.6,,,,162.1604,174.6448,
2,193.63,,,,162.1841,174.5017,
2,193.67,,,,162.2208,174.3607,
2,193.7,,,,162.3005,174.2431,
2,193.73,,,,162.3447,174.1366,
2,193.77,,,,162.3706,174.02,
2,193.8,,,,162.4138,173.9057,
2,193.83,,,,162.4784,173.8181,
2,193.87,,,,162.5485,173.7226,
2,193.9,,,,162.6132,173.6139,
2,193.93,,,,162.6671,173.5262,
2,193.97,,,,162.7135,173.4175,
2,194,,,,162.7545,173.3198,
2,194.03,,,,162.8062,173.231,
2,194.07,,,,162.8321,173.1434,
2,194.1,,,,162.8946,173.0457,
2,194.13,,,,162.9734,172.9591,
2,194.17,,,,163.0391,172.8737,
2,194.2,,,,163.0887,172.7882,
2,194.23,,,,163.1114,172.7139,
2,194.27,,,,163.1297,172.6207,
2,194.3,,,,163.1437,172.5585,
2,194.33,,,,163.1664,172.5119,
2,194.37,,,,163.1804,172.4354,
2,194.4,,,,163.203,172.3532,
2,194.43,,,,163.2375,172.2767,
2,194.47,,,,163.2763,172.2056,
2,194.5,,,,163.3421,172.159,
2,194.53,,,,163.3723,172.0891,
2,194.57,,,,163.4036,172.0037,
2,194.6,,,,163.4693,171.967,
2,194.63,,,,163.5092,171.9371,
2,194.67,,,,163.5459,171.8727,
2,194.7,,,,163.5987,171.8061,
2,194.73,,,,163.6214,171.7285,
2,194.77,,,,163.6311,171.6619,
2,194.8,,,,163.6871,171.6097,
2,194.83,,,,163.7497,171.5498,
2,194.87,,,,163.7939,171.4888,
2,194.9,,,,163.8402,171.4388,
2,194.93,,,,163.8305,171.3911,
2,194.97,,,,163.7702,171.3578,
2,195,,,,163.8047,171.3278,
2,195.03,,,,163.8489,171.2535,
2,195.07,,,,163.8942,171.1913,
2,195.1,,,,163.92,171.1436,
2,195.13,,,,163.9254,171.0682,
2,195.17,,,,163.9599,171.0071,
2,195.2,,,,163.9739,170.9761,
2,195.23,,,,163.9858,170.9439,
2,195.27,,,,164.0408,170.9095,
2,195.3,,,,164.0753,170.8784,
2,195.33,,,,164.1109,170.8207,
2,195.37,,,,164.1465,170.7519,
2,195.4,,,,164.1799,170.723,
2,195.43,,,,164.2295,170.6731,
2,195.47,,,,164.2899,170.6398,
2,195.5,,,,164.2802,170.6276,
2,195.53,,,,164.2866,170.5888,
2,195.57,,,,164.3136,170.5488,
2,195.6,,,,164.3578,170.5078,
2,195.63,,,,164.3869,170.4822,
2,195.67,,,,164.4257,170.4756,
2,195.7,,,,164.4343,170.4623,
2,195.73,,,,164.4699,170.4279,
2,195.77,,,,164.4915,170.3824,
2,195.8,,,,164.4904,170.3502,
2,195.83,,,,164.5303,170.3102,
2,195.87,,,,164.5637,170.2503,
2,195.9,,,,164.609,170.2015,
2,195.93,,,,164.6446,170.1482,
2,195.97,,,,164.6597,170.1349,
2,196,,,,164.6672,170.1382,
2,196.03,,,,164.7104,170.1327,
2,196.07,,,,164.7222,170.0794,
2,196.1,,,,164.7287,170.035,
2,196.13,,,,164.7427,170.0206,
2,196.17,,,,164.76,169.9862,
2,196.2,,,,164.7956,169.9473,
2,196.23,,,,164.8193,169.9263,
2,196.27,,,,164.8333,169.9163,
2,196.3,,,,164.8581,169.9018,
2,196.33,,,,164.8883,169.8763,
2,196.37,,,,164.8904,169.8685,
2,196.4,,,,164.8656,169.853,
2,196.43,,,,164.8797,169.8053,
2,196.47,,,,164.94,169.7953,
2,196.5,,,,165.0026,169.7775,
2,196.53,,,,165.008,169.7831,
2,196.57,,,,164.9929,169.7731,
2,196.6,,,,165.0382,169.7509,
