Experiment,Minute,Event,Chamber,Event Text,A,B,Condition
1,0.03,,,,131.3557,139.7965,
1,0.07,,,,130.7042,139.133,
1,0.1,,,,130.3564,138.755,
1,0.13,,,,130.015,138.3939,
1,0.17,,,,129.6823,138.0396,
1,0.2,,,,129.3754,137.6988,
1,0.23,,,,129.0868,137.3817,
1,0.27,,,,128.809,137.085,
1,0.3,,,,128.5516,136.8051,
1,0.33,,,,128.305,136.5456,
1,0.37,,,,128.0692,136.3041,
1,0.4,,,,127.8571,136.0773,
1,0.43,,,,127.6654,135.8697,
1,0.47,,,,127.4866,135.6824,
1,0.5,,,,127.3305,135.5097,
1,0.53,,,,127.1991,135.3551,
1,0.57,,,,127.0871,135.2118,
1,0.6,,,,126.9967,135.0798,
1,0.63,,,,126.917,134.9692,
1,0.67,,,,126.8427,134.8767,
1,0.7,,,,126.7759,134.7966,
1,0.73,,,,126.7221,134.739,
1,0.77,,,,126.6898,134.695,
1,0.8,,,,126.6747,134.668,
1,0.83,,,,126.6672,134.6533,
1,0.87,,,,126.6672,134.6443,
1,0.9,,,,126.6801,134.6454,
1,0.93,,,,126.6952,134.6589,
1,0.97,,,,126.7242,134.6905,
1,1,,,,126.7695,134.7255,
1,1.03,,,,126.8222,134.7729,
1,1.07,,,,126.8879,134.8316,
1,1.1,,,,126.9644,134.9015,
1,1.13,,,,127.0505,134.9839,
1,1.17,,,,127.1377,135.0934,
1,1.2,,,,127.2357,135.2096,
1,1.23,,,,127.3413,135.3292,
1,1.27,,,,127.4705,135.4477,
1,1.3,,,,127.6062,135.5808,
1,1.33,,,,127.7472,135.7207,
1,1.37,,,,127.8818,135.8697,
1,1.4,,,,128.0207,136.0198,
1,1.43,,,,128.1715,136.18,
1,1.47,,,,128.3276,136.3459,
1,1.5,,,,128.4859,136.5219,
1,1.53,,,,128.6464,136.6968,
1,1.57,,,,128.8101,136.8807,
1,1.6,,,,128.9867,137.0635,
1,1.63,,,,129.1869,137.2554,
1,1.67,,,,129.398,137.4506,
1,1.7,,,,129.608,137.6548,
1,1.73,,,,129.8115,137.8579,
1,1.77,,,,130.0183,138.0836,
1,1.8,,,,130.2272,138.307,
1,1.83,,,,130.4307,138.535,
1,1.87,,,,130.6331,138.7651,
1,1.9,,,,130.8356,138.9953,
1,1.93,,,,131.0413,139.2165,
1,1.97,,,,131.2437,139.4377,
1,2,,,,131.4494,139.6532,
1,2.03,,,,131.6594,139.8698,
1,2.07,,,,131.865,140.0899,
1,2.1,,,,132.0664,140.3009,
1,2.13,,,,132.2688,140.5006,
1,2.17,,,,132.4777,140.7127,
1,2.2,,,,132.6748,140.9147,
1,2.23,,,,132.8557,141.1223,
1,2.27,,,,133.0323,141.3255,
1,2.3,,,,133.2218,141.5229,
1,2.33,,,,133.4124,141.7148,
1,2.37,,,,133.6106,141.9043,
1,2.4,,,,133.7882,142.0905,
1,2.43,,,,133.9692,142.2643,
1,2.47,,,,134.1371,142.4369,
1,2.5,,,,134.2997,142.6197,
1,2.53,,,,134.4548,142.7833,
1,2.57,,,,134.612,142.9379,
1,2.6,,,,134.7908,143.0846,
1,2.63,,,,134.9577,143.2324,
1,2.67,,,,135.1278,143.3791,
1,2.7,,,,135.2807,143.5213,
1,2.73,,,,135.4293,143.6556,
1,2.77,,,,135.5715,143.7831,
1,2.8,,,,135.7072,143.9208,
1,2.83,,,,135.8461,144.0562,
1,2.87,,,,135.9581,144.1904,
1,2.9,,,,136.0733,144.318,
1,2.93,,,,136.196,144.433,
1,2.97,,,,136.3274,144.5346,
1,3,,,,136.4523,144.626,
1,3.03,,,,136.5665,144.7332,
1,3.07,,,,136.6742,144.8438,
1,3.1,,,,136.7786,144.9476,
1,3.13,,,,136.8852,145.0503,
1,3.17,,,,136.9811,145.1439,
1,3.2,,,,137.0747,145.2331,
1,3.23,,,,137.1889,145.3075,
1,3.27,,,,137.2987,145.3956,
1,3.3,,,,137.3924,145.4982,
1,3.33,,,,137.4947,145.5953,
1,3.37,,,,137.6013,145.6686,
1,3.4,,,,137.7004,145.7397,
1,3.43,,,,137.7574,145.8142,
1,3.47,,,,137.8177,145.909,
1,3.5,,,,137.8985,145.9846,
1,3.53,,,,138.004,146.0376,
1,3.57,,,,138.1085,146.1031,
1,3.6,,,,138.1925,146.1742,
1,3.63,,,,138.2582,146.2283,
1,3.67,,,,138.3088,146.2847,
1,3.7,,,,138.3594,146.3412,
1,3.73,,,,138.4132,146.3976,
1,3.77,,,,138.4822,146.4641,
1,3.8,,,,138.5511,146.5172,
1,3.83,,,,138.6254,146.5567,
1,3.87,,,,138.69,146.6018,
1,3.9,,,,138.7697,146.6616,
1,3.93,,,,138.844,146.7101,
1,3.97,,,,138.9064,146.7711,
1,4,,,,138.971,146.8252,
1,4.03,,,,139.0206,146.8738,
1,4.07,,,,139.0679,146.9189,
1,4.1,,,,139.0949,146.9561,
1,4.13,,,,139.1444,147.0092,
1,4.17,,,,139.1875,147.0678,
1,4.2,,,,139.2166,147.1039,
1,4.23,,,,139.2801,147.1491,
1,4.27,,,,139.3598,147.1874,
1,4.3,,,,139.4384,147.2281,
1,4.33,,,,139.4955,147.254,
1,4.37,,,,139.5407,147.2867,
1,4.4,,,,139.5859,147.3364,
1,4.43,,,,139.6354,147.377,
1,4.47,,,,139.6796,147.4097,
1,4.5,,,,139.7184,147.4379,
1,4.53,,,,139.7668,147.4707,
1,4.57,,,,139.84,147.5023,
1,4.6,,,,139.9046,147.5395,
1,4.63,,,,139.9639,147.5621,
1,4.67,,,,140.0188,147.6151,
1,4.7,,,,140.0716,147.6862,
1,4.73,,,,140.1125,147.7325,
1,4.77,,,,140.1405,147.7539,
1,4.8,,,,140.1695,147.7832,
1,4.83,,,,140.2212,147.8239,
1,4.87,,,,140.2503,147.8667,
1,4.9,,,,140.2923,147.8837,
1,4.93,,,,140.3343,147.9141,
1,4.97,,,,140.4011,147.9548,
1,5,,,,140.4463,148.01,
1,5.03,,,,140.5055,148.0518,
1,5.07,,,,140.5658,148.0755,
1,5.1,,,,140.6358,148.0981,
1,5.13,,,,140.6832,148.1116,
1,5.17,,,,140.7015,148.1319,
1,5.2,,,,140.7209,148.1714,
1,5.23,,,,140.7629,148.2199,
1,5.27,,,,140.821,148.2741,
1,5.3,,,,140.8716,148.3158,
1,5.33,,,,140.9104,148.3474,
1,5.37,,,,140.9341,148.3779,
1,5.4,,,,140.9686,148.414,
1,5.43,,,,141.0289,148.4411,
1,5.47,,,,141.0709,148.4603,
1,5.5,,,,141.1193,148.4828,
1,5.53,,,,141.1602,148.5156,
1,5.57,,,,141.2044,148.5596,
1,5.6,,,,141.2195,148.5923,
1,5.63,,,,141.2539,148.6194,
1,5.67,,,,141.2808,148.6589,
1,5.7,,,,141.2938,148.704,
1,5.73,,,,141.3271,148.7525,
1,5.77,,,,141.4025,148.7954,
1,5.8,,,,141.4704,148.8202,
1,5.83,,,,141.5167,148.836,
1,5.87,,,,141.5511,148.8405,
1,5.9,,,,141.5974,148.8676,
1,5.93,,,,141.6513,148.915,
1,5.97,,,,141.704,148.9601,
1,6,,,,141.7654,149.0008,
1,6.03,,,,141.8257,149.0358,
1,6.07,,,,141.8742,149.073,
1,6.1,,,,141.9043,149.0865,
1,6.13,,,,141.9302,149.1204,
1,6.17,,,,141.9571,149.1565,
1,6.2,,,,141.9926,149.187,
1,6.23,,,,142.0389,149.2163,
1,6.27,,,,142.0745,149.2287,
1,6.3,,,,142.1025,149.2422,
1,6.33,,,,142.1337,149.2671,
1,6.37,,,,142.152,149.2908,
1,6.4,,,,142.1908,149.3235,
1,6.43,,,,142.2435,149.3528,
1,6.47,,,,142.2758,149.3675,
1,6.5,,,,142.3103,149.381,
1,6.53,,,,142.3491,149.398,
1,6.57,,,,142.3803,149.4104,
1,6.6,,,,142.4298,149.425,
1,6.63,,,,142.4804,149.4566,
1,6.67,,,,142.503,149.4916,
1,6.7,,,,142.5203,149.5221,
1,6.73,,,,142.5418,149.5808,
1,6.77,,,,142.5752,149.6338,
1,6.8,,,,142.6172,149.662,
1,6.83,,,,142.6301,149.6643,
1,6.87,,,,142.671,149.6767,
1,6.9,,,,142.7216,149.715,
1,6.93,,,,142.755,149.7545,
1,6.97,,,,142.783,149.8064,
1,7,,,,142.8175,149.8674,
1,7.03,,,,142.8487,149.9125,
1,7.07,,,,142.8875,149.9215,
1,7.1,,,,142.937,149.9238,
1,7.13,,,,142.9855,149.9339,
1,7.17,,,,143.0188,149.9599,
1,7.2,,,,143.0458,149.9994,
1,7.23,,,,143.0608,150.0434,
1,7.27,,,,143.091,150.0976,
1,7.3,,,,143.1168,150.1156,
1,7.33,,,,143.1502,150.1224,
1,7.37,,,,143.1858,150.1325,
1,7.4,,,,143.2105,150.1698,
1,7.43,,,,143.2353,150.216,
1,7.47,,,,143.2665,150.2634,
1,7.5,,,,143.3171,150.3052,
1,7.53,,,,143.371,150.3176,
1,7.57,,,,143.4194,150.3334,
1,7.6,,,,143.4582,150.3515,
1,7.63,,,,143.4948,150.3797,
1,7.67,,,,143.5206,150.4056,
1,7.7,,,,143.554,150.4496,
1,7.73,,,,143.5766,150.4925,
1,7.77,,,,143.6165,150.5297,
1,7.8,,,,143.6488,150.5681,
1,7.83,,,,143.6789,150.6008,
1,7.87,,,,143.7059,150.6279,
1,7.9,,,,143.7328,150.6426,
1,7.93,,,,143.7457,150.6595,
1,7.97,,,,143.7651,150.69,
1,8,,,,143.8157,150.734,
1,8.03,,,,143.8663,150.7678,
1,8.07,,,,143.8954,150.7757,
1,8.1,,,,143.9298,150.7802,
1,8.13,,,,143.9654,150.8152,
1,8.17,,,,143.9912,150.8626,
1,8.2,,,,144.002,150.8976,
1,8.23,,,,144.0063,150.9077,
1,8.27,,,,144.0321,150.9145,
1,8.3,,,,144.0698,150.9518,
1,8.33,,,,144.1086,150.998,
1,8.37,,,,144.156,151.033,
1,8.4,,,,144.1775,151.0556,
1,8.43,,,,144.1743,151.0781,
1,8.47,,,,144.199,151.1086,
1,8.5,,,,144.2335,151.1323,
1,8.53,,,,144.2637,151.1413,
1,8.57,,,,144.3207,151.1549,
1,8.6,,,,144.3713,151.1898,
1,8.63,,,,144.408,151.2169,
1,8.67,,,,144.4575,151.244,
1,8.7,,,,144.5081,151.2903,
1,8.73,,,,144.535,151.3275,
1,8.77,,,,144.5458,151.3478,
1,8.8,,,,144.5253,151.3817,
1,8.83,,,,144.5275,151.4302,
1,8.87,,,,144.563,151.4674,
1,8.9,,,,144.6136,151.4821,
1,8.93,,,,144.6502,151.481,
1,8.97,,,,144.6858,151.4832,
1,9,,,,144.7245,151.5047,
1,9.03,,,,144.7332,151.5261,
1,9.07,,,,144.7428,151.543,
1,9.1,,,,144.7773,151.5622,
1,9.13,,,,144.8032,151.5859,
1,9.17,,,,144.843,151.6186,
1,9.2,,,,144.8731,151.6378,
1,9.23,,,,144.8968,151.657,
1,9.27,,,,144.927,151.6897,
1,9.3,,,,144.9571,151.7281,
1,9.33,,,,144.9776,151.7642,
1,9.37,,,,145.0002,151.8014,
1,9.4,,,,145.0325,151.8127,
1,9.43,,,,145.0637,151.8071,
1,9.47,,,,145.11,151.8251,
1,9.5,,,,145.1413,151.8545,
1,9.53,,,,145.1628,151.894,
1,9.57,,,,145.1876,151.9233,
1,9.6,,,,145.2253,151.9402,
1,9.63,,,,145.2716,151.9741,
1,9.67,,,,145.2823,152.0079,
1,9.7,,,,145.2823,152.0271,
1,9.73,,,,145.2877,152.0508,
1,9.77,,,,145.3028,152.0768,
1,9.8,,,,145.3222,152.0926,
1,9.83,,,,145.3373,152.1084,
1,9.87,,,,145.3599,152.1253,
1,9.9,,,,145.3986,152.1501,
1,9.93,,,,145.4234,152.1806,
1,9.97,,,,145.4342,152.1998,
1,10,,,,145.4622,152.2336,
1,10.03,,,,145.4891,152.2573,
1,10.07,,,,145.5203,152.281,
1,10.1,,,,145.5515,152.3002,
1,10.13,,,,145.572,152.3115,
1,10.17,,,,145.5785,152.3194,
1,10.2,,,,145.6151,152.3318,
1,10.23,,,,145.6786,152.3532,
1,10.27,,,,145.7088,152.3848,
1,10.3,,,,145.7055,152.3938,
1,10.33,,,,145.7142,152.4063,
1,10.37,,,,145.7368,152.4254,
1,10.4,,,,145.7357,152.4649,
1,10.43,,,,145.7163,152.501,
1,10.47,,,,145.7228,152.5123,
1,10.5,,,,145.7572,152.5326,
1,10.53,,,,145.7734,152.5552,
1,10.57,,,,145.8068,152.5733,
1,10.6,,,,145.838,152.5868,
1,10.63,,,,145.8477,152.615,
1,10.67,,,,145.8477,152.6443,
1,10.7,,,,145.88,152.6737,
1,10.73,,,,145.908,152.7008,
1,10.77,,,,145.9295,152.7211,
1,10.8,,,,145.9511,152.7459,
1,10.83,,,,146.0017,152.7831,
1,10.87,,,,146.0415,152.8125,
1,10.9,,,,146.0609,152.8396,
1,10.93,,,,146.0749,152.8633,
1,10.97,,,,146.0824,152.8745,
1,11,,,,146.0835,152.8824,
1,11.03,,,,146.1126,152.8802,
1,11.07,,,,146.1384,152.8858,
1,11.1,,,,146.1589,152.914,
1,11.13,,,,146.1707,152.9524,
1,11.17,,,,146.1793,152.9851,
1,11.2,,,,146.1923,152.9829,
1,11.23,,,,146.2321,152.975,
1,11.27,,,,146.2859,152.9829,
1,11.3,,,,146.3096,152.9987,
1,11.33,,,,146.2967,153.0393,
1,11.37,,,,146.2924,153.081,
1,11.4,,,,146.3064,153.1025,
1,11.43,,,,146.3775,153.1059,
1,11.47,,,,146.4162,153.1205,
1,11.5,,,,146.4216,153.1521,
1,11.53,,,,146.4324,153.1679,
1,11.57,,,,146.4453,153.1724,
1,11.6,,,,146.4582,153.1973,
1,11.63,,,,146.4819,153.2334,
1,11.67,,,,146.5293,153.2537,
1,11.7,,,,146.5573,153.2751,
1,11.73,,,,146.5573,153.2999,
1,11.77,,,,146.5487,153.3123,
1,11.8,,,,146.5681,153.3078,
1,11.83,,,,146.5918,153.3146,
1,11.87,,,,146.6295,153.3293,
1,11.9,,,,146.6962,153.3473,
1,11.93,,,,146.707,153.3597,
1,11.97,,,,146.7199,153.3812,
1,12,,,,146.7759,153.3857,
1,12.03,,,,146.8071,153.3947,
1,12.07,,,,146.8254,153.4274,
1,12.1,,,,146.8437,153.4827,
1,12.13,,,,146.8653,153.5076,
1,12.17,,,,146.8782,153.5166,
1,12.2,,,,146.8997,153.5358,
1,12.23,,,,146.9202,153.555,
1,12.27,,,,146.9277,153.582,
1,12.3,,,,146.9213,153.582,
1,12.33,,,,146.9202,153.5865,
1,12.37,,,,146.945,153.5877,
1,12.4,,,,146.973,153.6102,
1,12.43,,,,147.0128,153.6294,
1,12.47,,,,147.0419,153.6554,
1,12.5,,,,147.0333,153.6937,
1,12.53,,,,147.0257,153.705,
1,12.57,,,,147.0333,153.696,
1,12.6,,,,147.0354,153.6904,
1,12.63,,,,147.0516,153.6791,
1,12.67,,,,147.0688,153.7073,
1,12.7,,,,147.0882,153.7592,
1,12.73,,,,147.1162,153.7874,
1,12.77,,,,147.1528,153.7874,
1,12.8,,,,147.1722,153.7953,
1,12.83,,,,147.1765,153.7953,
1,12.87,,,,147.1916,153.8134,
1,12.9,,,,147.2066,153.8201,
1,12.93,,,,147.2325,153.8438,
1,12.97,,,,147.2691,153.8709,
1,13,,,,147.2723,153.8675,
1,13.03,,,,147.3025,153.8822,
1,13.07,,,,147.3412,153.9093,
1,13.1,,,,147.3563,153.9307,
1,13.13,,,,147.3531,153.9442,
1,13.17,,,,147.3822,153.9488,
1,13.2,,,,147.4285,153.9555,
1,13.23,,,,147.4392,153.9792,
1,13.27,,,,147.4371,154.0108,
1,13.3,,,,147.4586,154.0424,
1,13.33,,,,147.478,154.056,
1,13.37,,,,147.4715,154.0503,
1,13.4,,,,147.4618,154.0593,
1,13.43,,,,147.4694,154.074,
1,13.47,,,,147.4845,154.0797,
1,13.5,,,,147.5028,154.1158,
1,13.53,,,,147.5297,154.1395,
1,13.57,,,,147.5232,154.1237,
1,13.6,,,,147.5372,154.1237,
1,13.63,,,,147.5663,154.1474,
1,13.67,,,,147.5857,154.1744,
1,13.7,,,,147.6083,154.197,
1,13.73,,,,147.6094,154.2196,
1,13.77,,,,147.6137,154.2263,
1,13.8,,,,147.6266,154.2184,
1,13.83,,,,147.6406,154.2331,
1,13.87,,,,147.6568,154.2625,
1,13.9,,,,147.6966,154.2658,
1,13.93,,,,147.7084,154.2771,
1,13.97,,,,147.7127,154.2771,
1,14,,,,147.7203,154.3019,
1,14.03,,,,147.7257,154.3414,
1,14.07,,,,147.744,154.3584,
1,14.1,,,,147.7752,154.3674,
1,14.13,,,,147.8032,154.3945,
1,14.17,,,,147.8064,154.4046,
1,14.2,,,,147.8097,154.3911,
1,14.23,,,,147.8215,154.3933,
1,14.27,,,,147.842,154.4046,
1,14.3,,,,147.8441,154.3967,
1,14.33,,,,147.8355,154.4159,
1,14.37,,,,147.8517,154.4577,
1,14.4,,,,147.8775,154.4859,
1,14.43,,,,147.884,154.4847,
1,14.47,,,,147.8958,154.4757,
1,14.5,,,,147.9141,154.4893,
1,14.53,,,,147.9281,154.513,
1,14.57,,,,147.9357,154.5175,
1,14.6,,,,147.9378,154.5084,
1,14.63,,,,147.9637,154.5186,
1,14.67,,,,147.9992,154.5344,
1,14.7,,,,148.0132,154.5525,
1,14.73,,,,148.0078,154.5716,
1,14.77,,,,148.0164,154.5705,
1,14.8,,,,148.0143,154.5739,
1,14.83,,,,148.0229,154.584,
1,14.87,,,,148.0541,154.5987,
1,14.9,,,,148.0789,154.6281,
1,14.93,,,,148.0864,154.6574,
1,14.97,,,,148.0918,154.68,
1,15,,,,148.0735,154.6687,
1,15.03,,,,148.081,154.6517,
1,15.07,,,,148.1306,154.6675,
1,15.1,,,,148.1682,154.6958,
1,15.13,,,,148.1941,154.7195,
1,15.17,,,,148.2135,154.733,
1,15.2,,,,148.2178,154.7228,
1,15.23,,,,148.2253,154.7262,
1,15.27,,,,148.2253,154.7443,
1,15.3,,,,148.2318,154.7454,
1,15.33,,,,148.2641,154.7544,
1,15.37,,,,148.2964,154.7849,
1,15.4,,,,148.3104,154.821,
1,15.43,,,,148.3352,154.8312,
1,15.47,,,,148.333,154.83,
1,15.5,,,,148.3233,154.8413,
1,15.53,,,,148.3244,154.8628,
1,15.57,,,,148.3287,154.8639,
1,15.6,,,,148.3395,154.874,
1,15.63,,,,148.3632,154.8831,
1,15.67,,,,148.3976,154.9023,
1,15.7,,,,148.4181,154.9034,
1,15.73,,,,148.4202,154.9079,
1,15.77,,,,148.4159,154.9147,
1,15.8,,,,148.4364,154.9361,
1,15.83,,,,148.4558,154.9463,
1,15.87,,,,148.4741,154.9384,
1,15.9,,,,148.5021,154.9395,
1,15.93,,,,148.5301,154.9711,
1,15.97,,,,148.5408,155.0004,
1,16,,,,148.5354,154.9925,
1,16.03,,,,148.5484,154.9925,
1,16.07,,,,148.5538,155.0117,
1,16.1,,,,148.5441,155.0331,
1,16.13,,,,148.529,155.0456,
1,16.17,,,,148.5376,155.0489,
1,16.2,,,,148.5538,155.0625,
1,16.23,,,,148.5839,155.0896,
1,16.27,,,,148.6065,155.102,
1,16.3,,,,148.6399,155.1144,
1,16.33,,,,148.6916,155.1133,
1,16.37,,,,148.7067,155.0975,
1,16.4,,,,148.6776,155.1155,
1,16.43,,,,148.6507,155.1268,
1,16.47,,,,148.6711,155.1245,
1,16.5,,,,148.6797,155.1313,
1,16.53,,,,148.6679,155.1347,
1,16.57,,,,148.6776,155.1437,
1,16.6,,,,148.698,155.1584,
1,16.63,,,,148.7185,155.1787,
1,16.67,,,,148.7153,155.1956,
1,16.7,,,,148.712,155.2205,
1,16.73,,,,148.7217,155.2577,
1,16.77,,,,148.7239,155.2633,
1,16.8,,,,148.7476,155.2487,
1,16.83,,,,148.781,155.2498,
1,16.87,,,,148.795,155.2543,
1,16.9,,,,148.7799,155.2611,
1,16.93,,,,148.7487,155.2757,
1,16.97,,,,148.7584,155.2938,
1,17,,,,148.7971,155.3096,
1,17.03,,,,148.8187,155.3164,
1,17.07,,,,148.8187,155.3254,
1,17.1,,,,148.8219,155.3412,
1,17.13,,,,148.8434,155.3435,
1,17.17,,,,148.8531,155.3502,
1,17.2,,,,148.8488,155.3547,
1,17.23,,,,148.8617,155.3502,
1,17.27,,,,148.8703,155.3491,
1,17.3,,,,148.8811,155.3649,
1,17.33,,,,148.8983,155.3863,
1,17.37,,,,148.9134,155.401,
1,17.4,,,,148.9005,155.4191,
1,17.43,,,,148.8951,155.4224,
1,17.47,,,,148.9253,155.4382,
1,17.5,,,,148.9414,155.4371,
1,17.53,,,,148.95,155.4473,
1,17.57,,,,148.9479,155.4428,
1,17.6,,,,148.964,155.4461,
1,17.63,,,,148.9694,155.4698,
1,17.67,,,,148.9726,155.4755,
1,17.7,,,,148.9963,155.4642,
1,17.73,,,,149.0028,155.4947,
1,17.77,,,,149.0308,155.5048,
1,17.8,,,,149.0566,155.4958,
1,17.83,,,,149.0609,155.4958,
1,17.87,,,,149.0502,155.524,
1,17.9,,,,149.0448,155.5477,
1,17.93,,,,149.0405,155.5466,
1,17.97,,,,149.0652,155.542,
1,18,,,,149.1019,155.5409,
1,18.03,,,,149.1062,155.5443,
1,18.07,,,,149.1072,155.5612,
1,18.1,,,,149.1008,155.5612,
1,18.13,,,,149.0911,155.5703,
1,18.17,,,,149.1072,155.5951,
1,18.2,,,,149.1395,155.5985,
1,18.23,,,,149.1665,155.5951,
1,18.27,,,,149.1654,155.6165,
1,18.3,,,,149.1525,155.6549,
1,18.33,,,,149.16,155.6865,
1,18.37,,,,149.1708,155.6763,
1,18.4,,,,149.174,155.656,
1,18.43,,,,149.2063,155.6617,
1,18.47,,,,149.2225,155.6786,
1,18.5,,,,149.2182,155.6865,
1,18.53,,,,149.2192,155.6865,
1,18.57,,,,149.2289,155.6854,
1,18.6,,,,149.2332,155.7012,
1,18.63,,,,149.2311,155.7271,
1,18.67,,,,149.2505,155.7452,
1,18.7,,,,149.2742,155.7564,
1,18.73,,,,149.2688,155.7576,
1,18.77,,,,149.2623,155.7474,
1,18.8,,,,149.2752,155.7305,
1,18.83,,,,149.2742,155.7429,
1,18.87,,,,149.2688,155.7576,
1,18.9,,,,149.2892,155.7598,
1,18.93,,,,149.2978,155.7553,
1,18.97,,,,149.3022,155.7598,
1,19,,,,149.3054,155.7722,
1,19.03,,,,149.3032,155.7734,
1,19.07,,,,149.3248,155.7847,
1,19.1,,,,149.3409,155.7847,
1,19.13,,,,149.3646,155.788,
1,19.17,,,,149.3861,155.8095,
1,19.2,,,,149.4044,155.8287,
1,19.23,,,,149.4023,155.8388,
1,19.27,,,,149.3926,155.8388,
1,19.3,,,,149.3829,155.8332,
1,19.33,,,,149.3915,155.8399,
1,19.37,,,,149.4023,155.8388,
1,19.4,,,,149.4174,155.8411,
1,19.43,,,,149.4432,155.8659,
1,19.47,,,,149.454,155.8806,
1,19.5,,,,149.4529,155.8986,
1,19.53,,,,149.4346,155.9043,
1,19.57,,,,149.4163,155.911,
1,19.6,,,,149.4443,155.9167,
1,19.63,,,,149.4723,155.9449,
1,19.67,,,,149.4798,155.9415,
1,19.7,,,,149.4884,155.9359,
1,19.73,,,,149.5261,155.9438,
1,19.77,,,,149.5563,155.9528,
1,19.8,,,,149.5671,155.972,
1,19.83,,,,149.5854,155.9731,
1,19.87,,,,149.594,155.972,
1,19.9,,,,149.6134,155.981,
1,19.93,,,,149.5907,155.9934,
1,19.97,,,,149.5972,156.0013,
1,20,,,,149.5929,156.0148,
1,20.03,,,,149.5617,156.0081,
1,20.07,,,,149.5671,156.0081,
1,20.1,,,,149.5875,156.0013,
1,20.13,,,,149.6209,156.0115,
1,20.17,,,,149.65,156.0453,
1,20.2,,,,149.6661,156.069,
1,20.23,,,,149.6532,156.0476,
1,20.27,,,,149.6597,156.0577,
1,20.3,,,,149.665,156.0746,
1,20.33,,,,149.6715,156.0656,
1,20.37,,,,149.6801,156.0645,
1,20.4,,,,149.6877,156.0825,
1,20.43,,,,149.6866,156.0656,
1,20.47,,,,149.692,156.0769,
1,20.5,,,,149.7243,156.0961,
1,20.53,,,,149.7533,156.1074,
1,20.57,,,,149.7706,156.0995,
1,20.6,,,,149.7577,156.0803,
1,20.63,,,,149.7501,156.1029,
1,20.67,,,,149.7469,156.1254,
1,20.7,,,,149.7415,156.1333,
1,20.73,,,,149.7609,156.1503,
1,20.77,,,,149.7921,156.1615,
1,20.8,,,,149.7867,156.1717,
1,20.83,,,,149.7867,156.1773,
1,20.87,,,,149.7856,156.1796,
1,20.9,,,,149.7716,156.1796,
1,20.93,,,,149.7738,156.1796,
1,20.97,,,,149.7727,156.1965,
1,21,,,,149.7781,156.236,
1,21.03,,,,149.8007,156.2405,
1,21.07,,,,149.8373,156.236,
1,21.1,,,,149.8653,156.2292,
1,21.13,,,,149.889,156.2383,
1,21.17,,,,149.8804,156.2552,
1,21.2,,,,149.8804,156.2529,
1,21.23,,,,149.9116,156.2484,
1,21.27,,,,149.917,156.245,
1,21.3,,,,149.9235,156.2518,
1,21.33,,,,149.9084,156.271,
1,21.37,,,,149.8869,156.2992,
1,21.4,,,,149.8826,156.3161,
1,21.43,,,,149.9213,156.3094,
1,21.47,,,,149.945,156.3048,
1,21.5,,,,149.9709,156.315,
1,21.53,,,,149.9569,156.3308,
1,21.57,,,,149.9482,156.3488,
1,21.6,,,,149.9849,156.368,
1,21.63,,,,149.9946,156.3703,
1,21.67,,,,150.0086,156.3567,
1,21.7,,,,150.029,156.359,
1,21.73,,,,150.0312,156.3613,
1,21.77,,,,150.0215,156.3748,
1,21.8,,,,150.0204,156.3906,
1,21.83,,,,150.0484,156.3951,
1,21.87,,,,150.043,156.4211,
1,21.9,,,,150.0441,156.4459,
1,21.93,,,,150.0635,156.4301,
1,21.97,,,,150.0753,156.4301,
1,22,,,,150.0796,156.4211,
1,22.03,,,,150.1076,156.3929,
1,22.07,,,,150.1055,156.3861,
1,22.1,,,,150.0969,156.4008,
1,22.13,,,,150.0721,156.4301,
1,22.17,,,,150.0516,156.4481,
1,22.2,,,,150.0613,156.4549,
1,22.23,,,,150.0796,156.4606,
1,22.27,,,,150.0925,156.4448,
1,22.3,,,,150.1012,156.4436,
1,22.33,,,,150.1022,156.4718,
1,22.37,,,,150.1022,156.482,
1,22.4,,,,150.1033,156.4696,
1,22.43,,,,150.1335,156.4786,
1,22.47,,,,150.1625,156.4741,
1,22.5,,,,150.1647,156.4662,
1,22.53,,,,150.1701,156.4696,
1,22.57,,,,150.1722,156.4786,
1,22.6,,,,150.1938,156.5091,
1,22.63,,,,150.225,156.5249,
1,22.67,,,,150.2099,156.5147,
1,22.7,,,,150.2088,156.5181,
1,22.73,,,,150.2261,156.517,
1,22.77,,,,150.2433,156.5204,
1,22.8,,,,150.253,156.526,
1,22.83,,,,150.2767,156.5339,
1,22.87,,,,150.2681,156.5328,
1,22.9,,,,150.253,156.5576,
1,22.93,,,,150.2745,156.5779,
1,22.97,,,,150.3004,156.5836,
1,23,,,,150.3154,156.5903,
1,23.03,,,,150.3176,156.5836,
1,23.07,,,,150.2982,156.6084,
1,23.1,,,,150.2853,156.6039,
1,23.13,,,,150.3111,156.596,
1,23.17,,,,150.3241,156.6095,
1,23.2,,,,150.3391,156.6084,
1,23.23,,,,150.3456,156.6072,
1,23.27,,,,150.3273,156.6197,
1,23.3,,,,150.3348,156.6253,
1,23.33,,,,150.3262,156.6321,
1,23.37,,,,150.3348,156.6298,
1,23.4,,,,150.3564,156.6185,
1,23.43,,,,150.3876,156.6106,
1,23.47,,,,150.4253,156.6174,
1,23.5,,,,150.4177,156.6287,
1,23.53,,,,150.3822,156.6343,
1,23.57,,,,150.3714,156.6546,
1,23.6,,,,150.3973,156.6738,
